Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Ix,Zx,Zx,Sx,Sx,rx,Iy,Iy,Zy,Zy,Sy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
L,L102X89X12.7,L102X89X12.7,17.6,2260,88.9,,,,,,,,102,,,,,,,12.7,,,22.2,22.2,,25.2,31.5,,11.1,12.7,,8,,,,,2.21,2210000,56.7,56700,31.5,31500,31.2,1.57,1570000,44.1,44100,24.6,24600,26.4,745000,18.2,19200,125000,81100000,,,,,,,,51.6,,0.75,3.02,58.2,10.1,67.6,35.8,39.1,26.9,52000,300000,44700,20800,19000,27700,,,292,279,381,,,,,
L,L102X89X9.5,L102X89X9.5,13.5,1730,88.9,,,,,,,,102,,,,,,,9.53,,,19.1,19.1,,24.1,30.5,,8.51,10.8,,10.7,,,,,1.73,1730000,43.6,43600,24.3,24300,31.8,1.23,1230000,33.8,33800,19,19000,26.7,579000,18.3,15400,54900,36000000,,,,,,,,52.3,,0.755,2.39,59.7,9.83,68.3,36.3,37.6,27.4,40000,243000,34900,15900,15400,21100,,,292,279,381,,,,,
L,L102X89X7.9,L102X89X7.9,11.4,1450,88.9,,,,,,,,102,,,,,,,7.94,,,17.5,17.5,,23.4,29.7,,7.14,10.2,,12.8,,,,,1.47,1470000,36.7,36700,20.5,20500,31.8,1.05,1050000,28.5,28500,16.1,16100,26.9,483000,18.3,13300,32500,21400000,,,,,,,,52.8,,0.757,2.03,59.9,9.55,69.1,36.6,36.6,27.9,33900,213000,29300,13200,13200,17200,,,292,279,381,,,,,
L,L102X89X6.4,L102X89X6.4,9.2,1170,88.9,,,,,,,,102,,,,,,,6.35,,,15.9,15.9,,22.8,29,,5.79,9.14,,16,,,,,1.2,1200000,29.7,29700,16.6,16600,32,0.862,862000,22.9,22900,13,13000,27.2,397000,18.4,10700,17100,11300000,,,,,,,,53.1,,0.759,1.67,60.5,9.27,69.6,37.1,35.6,28.2,27500,180000,23900,10700,11200,14100,,,292,279,381,,,,,
L,L102X76X15.9,L102X76X15.9,20.2,2570,76.2,,,,,,,,102,,,,,,,15.9,,,25.4,25.4,,22,34.8,,12.7,20.5,,6.4,,,,,2.5,2500000,66.9,66900,37.4,37400,31.2,1.19,1190000,40.1,40100,22,22000,21.5,662000,16,18500,220000,127000000,,,,,,,,48.5,,0.534,3.03,49.3,20.3,65.5,35.1,35.8,19,61500,149000,46200,18800,18500,34700,,,279,254,356,,,,,
L,L102X76X12.7,L102X76X12.7,16.4,2100,76.2,,,,,,,,102,,,,,,,12.7,,,22.2,22.2,,20.9,33.5,,10.3,19.1,,8,,,,,2.09,2090000,55.1,55100,30.6,30600,31.5,0.999,999000,32.6,32600,18,18000,21.8,541000,16.1,15200,117000,68500000,,,,,,,,49.3,,0.542,2.55,50.3,19.5,66.8,35.6,34.3,19.7,50600,131000,38200,15200,15800,27400,,,279,254,356,,,,,
L,L102X76X9.5,L102X76X9.5,12.6,1610,76.2,,,,,,,,102,,,,,,,9.53,,,19.1,19.1,,19.7,32.3,,7.9,17.3,,10.7,,,,,1.64,1640000,42.6,42600,23.6,23600,32,0.787,787000,24.9,24900,13.9,13900,22.2,416000,16.2,11600,51200,30600000,,,,,,,,50,,0.551,2.01,51.3,18.8,68.1,36.3,32.8,20.3,39200,107000,29500,11500,12700,20500,,,279,254,356,,,,,
L,L102X76X7.9,L102X76X7.9,10.7,1350,76.2,,,,,,,,102,,,,,,,7.94,,,17.5,17.5,,19.1,31.8,,6.63,16.7,,12.8,,,,,1.4,1400000,35.9,35900,20,20000,32.3,0.674,674000,21,21000,11.8,11800,22.4,353000,16.2,9680,30400,18200000,,,,,,,,50.3,,0.554,1.72,52.1,18.5,68.3,36.6,32,20.7,32900,92800,25200,9670,11000,17000,,,279,254,356,,,,,
L,L102X76X6.4,L102X76X6.4,8.6,1090,76.2,,,,,,,,102,,,,,,,6.35,,,15.9,15.9,,18.4,31,,5.36,15.7,,16,,,,,1.14,1140000,29,29000,16.2,16200,32.3,0.554,554000,16.9,16900,9.59,9590,22.5,288000,16.2,7800,16100,9560000,,,,,,,,50.5,,0.558,1.41,52.3,18.1,69.1,37.1,31.2,21,27000,77900,20500,7770,9230,13700,,,279,254,356,,,,,
L,L89X89X12.7,L89X89X12.7,16.5,2100,88.9,,,,,,,,88.9,,,,,,,12.7,,,22.2,22.2,,26.7,26.7,,11.8,11.8,,7,,,,,1.51,1510000,43.6,43600,24.3,24300,26.7,1.51,1510000,43.6,43600,24.3,24300,26.7,629000,17.2,16600,117000,63900000,,,,,,,,47.5,0.63,1,2.39,58.4,0,58.4,29.7,37.6,29.7,41000,,41000,21100,16700,21100,,,267,267,356,,,,,
L,L89X89X11.1,L89X89X11.1,14.6,1860,88.9,,,,,,,,88.9,,,,,,,11.1,,,20.7,20.6,,26.2,26.2,,10.5,10.5,,7.99,,,,,1.35,1350000,38.7,38700,21.6,21600,26.9,1.35,1350000,38.7,38700,21.6,21600,26.9,554000,17.3,15100,79900,44000000,,,,,,,,48,0.63,1,2.15,58.9,0,58.9,29.7,37.1,29.7,36400,,36400,18700,14900,18700,,,267,267,356,,,,,
L,L89X89X9.5,L89X89X9.5,12.6,1610,88.9,,,,,,,,88.9,,,,,,,9.53,,,19.1,19.1,,25.4,25.4,,9.07,9.07,,9.33,,,,,1.19,1190000,33.8,33800,18.8,18800,27.2,1.19,1190000,33.8,33800,18.8,18800,27.2,487000,17.3,13500,51200,28500000,,,,,,,,48.3,0.63,1,1.89,59.4,0,59.4,30.2,35.8,30.2,31800,,31800,16100,13600,16100,,,267,267,356,,,,,
L,L89X89X7.9,L89X89X7.9,10.7,1350,88.9,,,,,,,,88.9,,,,,,,7.94,,,17.5,17.5,,24.9,24.9,,7.62,7.62,,11.2,,,,,1.02,1020000,28.5,28500,15.9,15900,27.4,1.02,1020000,28.5,28500,15.9,15900,27.4,410000,17.4,11700,30400,17000000,,,,,,,,48.8,0.63,1,1.62,59.9,0,59.9,30.5,35.1,30.5,27000,,27000,13400,11700,13400,,,267,267,356,,,,,
L,L89X89X6.4,L89X89X6.4,8.6,1100,88.9,,,,,,,,88.9,,,,,,,6.35,,,15.9,15.9,,24.2,24.2,,6.17,6.17,,14,,,,,0.832,832000,23.1,23100,12.9,12900,27.7,0.832,832000,23.1,23100,12.9,12900,27.7,334000,17.5,9800,16100,8970000,,,,,,,,49,0.63,1,1.33,60.7,0,60.7,30.7,34.3,30.7,21800,,21800,10800,9730,10900,,,267,267,356,,,,,
L,L89X76X12.7,L89X76X12.7,15.1,1950,76.2,,,,,,,,88.9,,,,,,,12.7,,,22.2,22.2,,22.1,28.4,,10.9,12.2,,7,,,,,1.44,1440000,42.8,42800,23.8,23800,27.2,0.966,966000,32.3,32300,17.9,17900,22.3,479000,15.7,13900,108000,51300000,,,,,,,,44.5,,0.713,1.92,49.5,10.3,58.4,31.2,34.5,22.3,38800,187000,32900,15300,13900,21500,,,254,241,330,,,,,
L,L89X76X11.1,L89X76X11.1,13.5,1720,76.2,,,,,,,,88.9,,,,,,,11.1,,,20.7,20.6,,21.5,27.7,,9.68,11.4,,7.99,,,,,1.29,1290000,38,38000,21.1,21100,27.4,0.87,870000,28.7,28700,15.9,15900,22.5,425000,15.7,12700,74100,35400000,,,,,,,,44.7,,0.717,1.73,49.8,9.98,58.9,31.5,33.5,22.7,34700,174000,29300,13500,12700,18700,,,254,241,330,,,,,
L,L89X76X9.5,L89X76X9.5,11.7,1500,76.2,,,,,,,,88.9,,,,,,,9.53,,,19.1,19.1,,20.9,27.2,,8.41,10.3,,9.33,,,,,1.14,1140000,33.3,33300,18.4,18400,27.7,0.766,766000,24.9,24900,13.9,13900,22.7,372000,15.8,11300,47500,23000000,,,,,,,,45.2,,0.72,1.53,50.5,9.88,59.4,31.8,32.8,22.9,30300,155000,25700,11700,11400,16300,,,254,241,330,,,,,
L,L89X76X7.9,L89X76X7.9,9.8,1260,76.2,,,,,,,,88.9,,,,,,,7.94,,,17.5,17.5,,20.3,26.7,,7.09,9.65,,11.2,,,,,0.97,970000,28.2,28200,15.6,15600,27.7,0.658,658000,21,21000,11.8,11800,22.9,316000,15.8,9870,28300,13700000,,,,,,,,45.5,,0.722,1.31,51.1,9.73,59.9,32,32,23.3,25700,135000,21800,9870,9870,13600,,,254,241,330,,,,,
L,L89X76X6.4,L89X76X6.4,8,1020,76.2,,,,,,,,88.9,,,,,,,6.35,,,15.9,15.9,,19.6,25.9,,5.74,8.64,,14,,,,,0.799,799000,22.8,22800,12.7,12700,27.9,0.541,541000,17,17000,9.59,9590,23.1,259000,16,7980,15000,7250000,,,,,,,,45.7,,0.725,1.08,51.6,9.5,60.7,32.5,31,23.6,21000,114000,17900,7970,8360,11000,,,254,241,330,,,,,
L,L89X64X12.7,L89X64X12.7,13.9,1790,63.5,,,,,,,,88.9,,,,,,,12.7,,,22.2,22.2,,17.8,30.5,,10.1,18.5,,7,,,,,1.35,1350000,41.3,41300,23.1,23100,27.4,0.566,566000,22.8,22800,12.4,12400,17.8,325000,13.5,10600,97400,42700000,,,,,,,,42.2,,0.485,1.59,41.7,19.7,57.7,30.5,29.2,15.2,38200,81000,27500,10700,11100,21500,,,241,216,305,,,,,
L,L89X64X9.5,L89X64X9.5,10.7,1370,63.5,,,,,,,,88.9,,,,,,,9.53,,,19.1,19.1,,16.6,29.2,,7.7,17.1,,9.33,,,,,1.07,1070000,32.1,32100,17.9,17900,27.9,0.454,454000,17.5,17500,9.65,9650,18.2,253000,13.6,8130,42900,19200000,,,,,,,,42.9,,0.495,1.27,42.7,18.8,58.7,31,27.9,15.9,29700,67400,21600,8180,9080,15900,,,241,216,305,,,,,
L,L89X64X7.9,L89X64X7.9,9,1150,63.5,,,,,,,,88.9,,,,,,,7.94,,,17.5,17.5,,16.1,28.7,,6.5,16.2,,11.2,,,,,0.916,916000,27.4,27400,15.2,15200,28.2,0.39,390000,14.7,14700,8.21,8210,18.4,216000,13.7,6870,25400,11400000,,,,,,,,43.4,,0.5,1.09,43.4,18.5,59.2,31.5,27.2,16.1,25100,58800,18400,6850,7930,13400,,,241,216,305,,,,,
L,L89X64X6.4,L89X64X6.4,7.3,935,63.5,,,,,,,,88.9,,,,,,,6.35,,,15.9,15.9,,15.4,27.9,,5.26,15.2,,14,,,,,0.753,753000,22.3,22300,12.3,12300,28.4,0.323,323000,11.9,11900,6.72,6720,18.6,177000,13.7,5570,13400,6040000,,,,,,,,43.7,,0.504,0.899,43.7,18,59.9,31.8,26.4,16.4,20700,49800,15000,5590,6720,10800,,,241,216,305,,,,,
L,L76X76X12.7,L76X76X12.7,14,1780,76.2,,,,,,,,76.2,,,,,,,12.7,,,22.2,22.2,,23.6,23.6,,11.7,11.7,,6,,,,,0.916,916000,31.3,31300,17.4,17400,22.7,0.916,916000,31.3,31300,17.4,17400,22.7,384000,14.7,11500,95700,38700000,,,,,,,,40.4,0.63,1,1.45,49.3,0,49.3,25,33.3,25,29300,,29300,15400,11500,15400,,,229,229,305,,,,,
L,L76X76X11.1,L76X76X11.1,12.4,1570,76.2,,,,,,,,76.2,,,,,,,11.1,,,20.7,20.6,,23,23,,10.3,10.3,,6.85,,,,,0.824,824000,27.9,27900,15.5,15500,22.9,0.824,824000,27.9,27900,15.5,15500,22.9,340000,14.7,10500,65300,26900000,,,,,,,,40.6,0.63,1,1.31,50,0,50,25.2,32.5,25.2,26100,,26100,13500,10500,13500,,,229,229,305,,,,,
L,L76X76X9.5,L76X76X9.5,10.7,1360,76.2,,,,,,,,76.2,,,,,,,9.53,,,19.1,19.1,,22.5,22.5,,8.94,8.94,,8,,,,,0.728,728000,24.3,24300,13.5,13500,23.1,0.728,728000,24.3,24300,13.5,13500,23.1,298000,14.8,9340,42000,17500000,,,,,,,,41.1,0.63,1,1.16,50.5,0,50.5,25.4,31.8,25.4,22900,,22900,11700,9390,11700,,,229,229,305,,,,,
L,L76X76X7.9,L76X76X7.9,9.1,1150,76.2,,,,,,,,76.2,,,,,,,7.94,,,17.5,17.5,,21.8,21.8,,7.54,7.54,,9.58,,,,,0.624,624000,20.6,20600,11.5,11500,23.3,0.624,624000,20.6,20600,11.5,11500,23.3,252000,14.8,8130,24800,10500000,,,,,,,,41.7,0.63,1,0.999,51.1,0,51.1,25.9,31,25.9,19500,,19500,9740,8150,9740,,,229,229,305,,,,,
L,L76X76X6.4,L76X76X6.4,7.3,929,76.2,,,,,,,,76.2,,,,,,,6.35,,,15.9,15.9,,21.2,21.2,,6.1,6.1,,12,,,,,0.512,512000,16.7,16700,9.32,9320,23.5,0.512,512000,16.7,16700,9.32,9320,23.5,204000,14.9,6800,13000,5530000,,,,,,,,41.9,0.63,1,0.82,51.6,0,51.6,26.2,30,26.2,15900,,15900,7800,6800,7800,,,229,229,305,,,,,
L,L76X76X4.8,L76X76X4.8,5.5,703,76.2,,,,,,,,76.2,,,,,,,4.76,,,14.3,14.3,,20.6,20.6,,4.62,4.62,,16,,,,,0.395,395000,12.7,12700,7.1,7100,23.7,0.395,395000,12.7,12700,7.1,7100,23.7,155000,14.9,5340,5660,2410000,,,,,,,,42.4,0.63,1,0.633,52.1,0,52.1,26.4,29.2,26.4,12100,,12100,5880,5310,5880,,,229,229,305,,,,,
L,L76X64X12.7,L76X64X12.7,12.6,1610,63.5,,,,,,,,76.2,,,,,,,12.7,,,22.2,22.2,,18.9,25.3,,10.6,12.7,,6,,,,,0.862,862000,30.5,30500,16.9,16900,23.1,0.537,537000,22,22000,12.1,12100,18.2,277000,13.1,9310,88700,30100000,,,,,,,,37.1,,0.666,1.12,40.4,10.5,49.3,26.7,29.7,17.8,27700,107000,22800,10400,9310,15600,,,216,203,279,,,,,
L,L76X64X11.1,L76X64X11.1,11.3,1430,63.5,,,,,,,,76.2,,,,,,,11.1,,,20.7,20.6,,18.4,24.7,,9.4,11.8,,6.85,,,,,0.778,778000,27.2,27200,15.1,15100,23.3,0.487,487000,19.5,19500,10.7,10700,18.4,247000,13.1,8470,60800,20900000,,,,,,,,37.6,,0.671,1.02,41.1,10.2,50,26.7,29,18.1,24700,99700,20300,9280,8540,13700,,,216,203,279,,,,,
L,L76X64X9.5,L76X64X9.5,9.8,1250,63.5,,,,,,,,76.2,,,,,,,9.53,,,19.1,19.1,,17.8,24.1,,8.18,10.8,,8,,,,,0.687,687000,23.8,23800,13.2,13200,23.5,0.429,429000,16.9,16900,9.39,9390,18.6,214000,13.1,7590,39300,13600000,,,,,,,,37.8,,0.675,0.903,41.7,10,50.5,27.2,28.2,18.3,21600,90000,17900,7870,7590,11700,,,216,203,279,,,,,
L,L76X64X7.9,L76X64X7.9,8.3,1050,63.5,,,,,,,,76.2,,,,,,,7.94,,,17.5,17.5,,17.2,23.5,,6.91,9.96,,9.58,,,,,0.587,587000,20.2,20200,11.2,11200,23.7,0.37,370000,14.3,14300,7.98,7980,18.8,181000,13.2,6620,23300,8160000,,,,,,,,38.4,,0.679,0.774,42.2,9.73,51.1,27.2,27.4,18.8,18400,79700,15200,6670,6600,9650,,,216,203,279,,,,,
L,L76X64X6.4,L76X64X6.4,6.7,852,63.5,,,,,,,,76.2,,,,,,,6.35,,,15.9,15.9,,16.6,22.9,,5.59,9.14,,12,,,,,0.483,483000,16.4,16400,9.09,9090,23.9,0.306,306000,11.6,11600,6.51,6510,18.9,148000,13.2,5360,12300,4320000,,,,,,,,38.6,,0.683,0.641,42.7,9.47,51.6,27.4,26.7,19.1,15000,67700,12400,5390,5540,7720,,,216,203,279,,,,,
L,L76X64X4.8,L76X64X4.8,5.1,645,63.5,,,,,,,,76.2,,,,,,,4.76,,,14.3,14.3,,15.9,22.2,,4.24,8.46,,16,,,,,0.374,374000,12.5,12500,6.93,6930,24.1,0.236,236000,8.78,8780,4.97,4970,19.1,113000,13.2,4050,5410,1890000,,,,,,,,39.1,,0.687,0.499,43.2,9.27,52.1,27.9,25.7,19.4,11600,53900,9590,4030,4390,5800,,,216,203,279,,,,,
L,L76X51X12.7,L76X51X12.7,11.5,1460,50.8,,,,,,,,76.2,,,,,,,12.7,,,20.7,20.6,,14.7,27.4,,9.58,18.8,,6,,,,,0.799,799000,29.2,29200,16.4,16400,23.4,0.278,278000,14.5,14500,7.7,7700,13.8,170000,10.8,6740,79900,24400000,,,,,,,,35.3,,0.413,0.907,33.3,19.7,48.3,25.3,24.1,10.9,27200,46000,18800,6740,7060,15600,,,203,178,254,,,,,
L,L76X51X9.5,L76X51X9.5,8.8,1130,50.8,,,,,,,,76.2,,,,,,,9.53,,,17.5,17.5,,13.6,26.2,,7.42,16.9,,8,,,,,0.641,641000,22.8,22800,12.8,12800,23.8,0.224,224000,11.1,11100,6.03,6030,14.1,133000,10.8,5130,35600,11100000,,,,,,,,36.1,,0.426,0.733,34.3,18.8,49.5,25.9,22.7,11.4,21300,39000,14800,5130,5830,11600,,,203,178,254,,,,,
L,L76X51X7.9,L76X51X7.9,7.4,955,50.8,,,,,,,,76.2,,,,,,,7.94,,,15.9,15.9,,13,25.7,,6.27,16.1,,9.58,,,,,0.549,549000,19.5,19500,10.8,10800,24,0.194,194000,9.37,9370,5.15,5150,14.3,113000,10.9,4330,21200,6660000,,,,,,,,36.3,,0.432,0.633,34.8,18.4,50,26.2,22.1,11.8,18200,34400,12700,4310,5100,9560,,,203,178,254,,,,,
L,L76X51X6.4,L76X51X6.4,6.1,774,50.8,,,,,,,,76.2,,,,,,,6.35,,,14.3,14.3,,12.4,24.9,,5.08,15.2,,12,,,,,0.454,454000,15.9,15900,8.87,8870,24.2,0.162,162000,7.59,7590,4.23,4230,14.5,92800,10.9,3510,11200,3540000,,,,,,,,36.8,,0.437,0.524,35.3,17.8,50.8,26.4,21.3,12.2,14800,29300,10300,3510,4340,7620,,,203,178,254,,,,,
L,L76X51X4.8,L76X51X4.8,4.6,592,50.8,,,,,,,,76.2,,,,,,,4.76,,,12.7,12.7,,11.7,24.2,,3.89,14.1,,16,,,,,0.353,353000,12.2,12200,6.78,6780,24.4,0.127,127000,5.75,5750,3.24,3240,14.7,72000,11,2670,4950,1550000,,,,,,,,37.1,,0.442,0.407,35.8,17.3,51.3,26.9,20.5,12.5,11400,23400,7950,2670,3510,5750,,,203,178,254,,,,,
L,L64X64X12.7,L64X64X12.7,11.4,1460,63.5,,,,,,,,63.5,,,,,,,12.7,,,19.1,19.1,,20.4,20.4,,11.5,11.5,,5,,,,,0.508,508000,21.1,21100,11.7,11700,18.7,0.508,508000,21.1,21100,11.7,11700,18.7,219000,12.2,7520,78300,21200000,,,,,,,,33,0.64,1,0.799,40.4,0,40.4,20.5,29,20.5,19800,,19800,10700,7560,10700,,,191,191,254,,,,,
L,L64X64X9.5,L64X64X9.5,8.7,1120,63.5,,,,,,,,63.5,,,,,,,9.53,,,15.9,15.9,,19.3,19.3,,8.79,8.79,,6.67,,,,,0.405,405000,16.6,16600,9.14,9140,19,0.405,405000,16.6,16600,9.14,9140,19,166000,12.2,6110,34700,9720000,,,,,,,,33.8,0.63,1,0.641,41.7,0,41.7,21,27.2,21,15400,,15400,7920,6130,7910,,,191,191,254,,,,,
L,L64X64X7.9,L64X64X7.9,7.4,942,63.5,,,,,,,,63.5,,,,,,,7.94,,,14.3,14.3,,18.7,18.7,,7.42,7.42,,7.99,,,,,0.348,348000,14,14000,7.77,7770,19.2,0.348,348000,14,14000,7.77,7770,19.2,141000,12.2,5340,20600,5850000,,,,,,,,34.3,0.63,1,0.558,42.2,0,42.2,21.3,26.4,21.3,13200,,13200,6600,5330,6600,,,191,191,254,,,,,
L,L64X64X6.4,L64X64X6.4,6.1,768,63.5,,,,,,,,63.5,,,,,,,6.35,,,12.7,12.7,,18.1,18.1,,6.05,6.05,,10,,,,,0.288,288000,11.4,11400,6.34,6340,19.4,0.288,288000,11.4,11400,6.34,6340,19.4,115000,12.2,4490,10900,3120000,,,,,,,,34.5,0.63,1,0.462,42.7,0,42.7,21.6,25.7,21.6,10800,,10800,5310,4470,5310,,,191,191,254,,,,,
L,L64X64X4.8,L64X64X4.8,4.6,581,63.5,,,,,,,,63.5,,,,,,,4.76,,,11.1,11.1,,17.4,17.4,,4.57,4.57,,13.3,,,,,0.223,223000,8.67,8670,4.83,4830,19.6,0.223,223000,8.67,8670,4.83,4830,19.6,87000,12.2,3540,4750,1370000,,,,,,,,35.1,0.63,1,0.358,43.2,0,43.2,21.9,24.7,21.9,8290,,8290,3970,3520,3970,,,191,191,254,,,,,
L,L64X51X9.5,L64X51X9.5,7.9,1000,50.8,,,,,,,,63.5,,,,,,,9.53,,,15.9,15.9,,14.7,21,,7.87,11,,6.67,,,,,0.38,380000,16.1,16100,8.95,8950,19.5,0.214,214000,10.8,10800,5.92,5920,14.6,114000,10.6,4830,31100,7200000,,,,,,,,31,,0.612,0.479,32.8,10.2,41.4,22.4,23.5,13.7,14600,46700,11600,5080,4830,8280,,,178,165,229,,,,,
L,L64X51X7.9,L64X51X7.9,6.7,852,50.8,,,,,,,,63.5,,,,,,,7.94,,,14.3,14.3,,14.1,20.4,,6.71,9.86,,7.99,,,,,0.329,329000,13.7,13700,7.62,7620,19.7,0.186,186000,9.13,9130,5.06,5060,14.8,97000,10.7,4260,18500,4350000,,,,,,,,31.2,,0.618,0.416,33.3,9.93,41.9,22.6,22.7,14.1,12500,42000,9930,4290,4280,6900,,,178,165,229,,,,,
L,L64X51X6.4,L64X51X6.4,5.4,690,50.8,,,,,,,,63.5,,,,,,,6.35,,,12.7,12.7,,13.5,19.8,,5.44,9.14,,10,,,,,0.273,273000,11.3,11300,6.24,6240,19.9,0.155,155000,7.44,7440,4.15,4150,15,79900,10.7,3490,9780,2330000,,,,,,,,31.8,,0.624,0.348,33.8,9.65,42.7,22.9,21.9,14.4,10300,36100,8160,3490,3640,5570,,,178,165,229,,,,,
L,L64X51X4.8,L64X51X4.8,4.2,528,50.8,,,,,,,,63.5,,,,,,,4.76,,,11.1,11.1,,12.9,19.2,,4.17,8.1,,13.3,,,,,0.213,213000,8.67,8670,4.8,4800,20.1,0.122,122000,5.69,5690,3.2,3200,15.2,61600,10.8,2670,4290,1030000,,,,,,,,32,,0.628,0.272,34.3,9.32,43.2,23.1,21.1,14.7,7930,29200,6310,2650,2920,4180,,,178,165,229,,,,,
L,L64X38X6.4,L64X38X6.4,4.8,611,38.1,,,,,,,,63.5,,,,,,,6.35,,,12.7,12.7,,9.45,22,,4.8,15.4,,10,,,,,0.247,247000,10.6,10600,5.96,5960,20.1,0.0666,66600,4.28,4280,2.33,2330,10.4,40700,8.15,1950,8700,1860000,,,,,,,,30.2,,0.354,0.273,27.4,17.6,41.1,20.7,16.3,7.95,9950,15500,6640,1970,2510,5110,,,165,140,203,,,,,
L,L64X38X4.8,L64X38X4.8,3.6,467,38.1,,,,,,,,63.5,,,,,,,4.76,,,11.1,11.1,,8.81,21.3,,3.68,14.5,,13.3,,,,,0.193,193000,8.14,8140,4.59,4590,20.3,0.0524,52400,3.24,3240,1.8,1800,10.6,31400,8.23,1500,3830,822000,,,,,,,,30.5,,0.36,0.214,27.7,17,41.9,21.1,15.5,8.28,7740,12600,5110,1480,2020,3790,,,165,140,203,,,,,
L,L51X51X9.5,L51X51X9.5,7,884,50.8,,,,,,,,50.8,,,,,,,9.53,,,15.9,15.9,,16.1,16.1,,8.71,8.71,,5.33,,,,,0.198,198000,10.3,10300,5.7,5700,15,0.198,198000,10.3,10300,5.7,5700,15,84500,9.8,3720,27400,4670000,,,,,,,,26.7,0.64,1,0.312,32.5,0,32.5,16.6,22.7,16.6,9590,,9590,5100,3720,5100,,,152,152,203,,,,,
L,L51X51X7.9,L51X51X7.9,5.8,748,50.8,,,,,,,,50.8,,,,,,,7.94,,,14.3,14.3,,15.5,15.5,,7.37,7.37,,6.39,,,,,0.172,172000,8.8,8800,4.88,4880,15.2,0.172,172000,8.8,8800,4.88,4880,15.2,71600,9.8,3280,16400,2850000,,,,,,,,26.9,0.64,1,0.273,33,0,33,16.9,21.9,16.9,8260,,8260,4240,3280,4240,,,152,152,203,,,,,
L,L51X51X6.4,L51X51X6.4,4.7,609,50.8,,,,,,,,50.8,,,,,,,6.35,,,12.7,12.7,,14.9,14.9,,5.99,5.99,,8,,,,,0.144,144000,7.21,7210,4,4000,15.4,0.144,144000,7.21,7210,4,4000,15.4,59100,9.83,2800,8700,1540000,,,,,,,,27.4,0.63,1,0.229,33.8,0,33.8,17.1,21.1,17.1,6790,,6790,3460,2800,3460,,,152,152,203,,,,,
L,L51X51X4.8,L51X51X4.8,3.6,466,50.8,,,,,,,,50.8,,,,,,,4.76,,,11.1,11.1,,14.2,14.2,,4.6,4.6,,10.6,,,,,0.113,113000,5.54,5540,3.08,3080,15.5,0.113,113000,5.54,5540,3.08,3080,15.5,45400,9.88,2250,3830,682000,,,,,,,,27.7,0.63,1,0.18,34.3,0,34.3,17.4,20.1,17.4,5260,,5260,2610,2250,2610,,,152,152,203,,,,,
L,L51X51X3.2,L51X51X3.2,2.4,317,50.8,,,,,,,,50.8,,,,,,,3.18,,,9.53,9.53,,13.6,13.6,,3.12,3.12,,16,,,,,0.0787,78700,3.77,3770,2.11,2110,15.7,0.0787,78700,3.77,3770,2.11,2110,15.7,31500,9.93,1630,1220,212000,,,,,,,,27.9,0.63,1,0.126,34.8,0,34.8,17.9,19.2,17.9,3620,,3620,1770,1640,1770,,,152,152,203,,,,,
WT,WT550X303.5,WT550X303.5,304,38600,569,568,,,,409,410,,,,31,31.8,15.9,55.1,55.6,,,,75.2,85.7,,,145,,,47.2,3.71,,,,,18.4,1110,1110000000,4690,4690000,2620,2620000,170,316,316000000,2430,2430000,1540,1540000,90.4,,,,27800000,2.11E+11,,,,,,,,225,0.728,,,,,,,,,,,,,,,,,1530,,1940,1550,1960,,140,76.2
WT,WT550X274,WT550X274,274,34800,564,562,,,,406,406,,,,27.9,28.6,14.3,50,50.8,,,,70.1,81,,,141,,,42.9,4.06,,,,,20.2,991,991000000,4180,4180000,2340,2340000,169,281,281000000,2160,2160000,1380,1380000,89.9,,,,20800000,1.53E+11,,,,,,,,224,0.729,,,,,,,,,,,,,,,,,1520,,1920,1530,1940,,140,76.2
WT,WT550X249.5,WT550X249.5,250,31700,559,559,,,,404,406,,,,26.2,25.4,12.7,45,44.4,,,,65,76.2,,,140,,,39.1,4.5,,,,,21.4,903,903000000,3830,3830000,2150,2150000,168,250,250000000,1930,1930000,1230,1230000,88.6,,,,15500000,1.18E+11,,,,,,,,224,0.723,,,,,,,,,,,,,,,,,1500,,1900,1520,1930,,140,76.2
WT,WT550X216.5,WT550X216.5,217,27500,554,552,,,,401,403,,,,22,22.2,11.1,40.1,39.7,,,,59.9,71.4,,,134,,,34.3,5.02,,,,,25.2,762,762000000,3210,3210000,1820,1820000,166,217,217000000,1670,1670000,1080,1080000,88.6,,,,10600000,73800000000,,,,,,,,220,0.733,,,,,,,,,,,,,,,,,1480,,1880,1510,1910,,140,76.2
WT,WT550X195,WT550X195,195,24800,551,549,,,,401,400,,,,19.9,20.6,11.1,36.1,36.5,,,,55.9,66.7,,,132,,,31,5.57,,,,,27.6,683,683000000,2880,2880000,1630,1630000,166,192,192000000,1490,1490000,960,960000,88.1,,,,7740000,53700000000,,,,,,,,219,0.731,,,,,,,,,,,,,,,,,1480,,1880,1500,1910,,140,76.2
