Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Ix,Zx,Zx,Sx,Sx,rx,Iy,Iy,Zy,Zy,Sy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
2L,2L127X76X6.4X19LLBB,2L127X76X6.4X19LLBB,19.6,2500,127,,,,,,,,76.2,,,,,,,6.35,,,,,,,41.7,,,28.4,,20,,,,,4.25,4250000,87.8,87800,49.5,49500,41.1,2.86,2860000,65.1,65100,33.3,33300,33.8,,,,,,,,,,,,,65.8,0.657,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X12.7LLBB,2L102X89X12.7LLBB,35.2,4520,102,,,,,,,,88.9,,,,,,,12.7,,,,,,,31.5,,,12.7,,8,,,,,4.41,4410000,113,113000,62.9,62900,31.2,6.04,6040000,114,114000,67.8,67800,36.6,,,,,,,,,,,,,54.4,0.784,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X12.7X9LLBB,2L102X89X12.7X9LLBB,35.2,4520,102,,,,,,,,88.9,,,,,,,12.7,,,,,,,31.5,,,12.7,,8,,,,,4.41,4410000,113,113000,62.9,62900,31.2,7.2,7200000,136,136000,76.9,76900,39.9,,,,,,,,,,,,,56.6,0.802,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X12.7X19LLBB,2L102X89X12.7X19LLBB,35.2,4520,102,,,,,,,,88.9,,,,,,,12.7,,,,,,,31.5,,,12.7,,8,,,,,4.41,4410000,113,113000,62.9,62900,31.2,8.62,8620000,157,157000,87.5,87500,43.7,,,,,,,,,,,,,59.2,0.819,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X9.5LLBB,2L102X89X9.5LLBB,27,3460,102,,,,,,,,88.9,,,,,,,9.53,,,,,,,30.5,,,10.8,,10.7,,,,,3.45,3450000,87.2,87200,48.5,48500,31.8,4.5,4500000,83.2,83200,50.6,50600,36.1,,,,,,,,,,,,,54.4,0.778,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X9.5X9LLBB,2L102X89X9.5X9LLBB,27,3460,102,,,,,,,,88.9,,,,,,,9.53,,,,,,,30.5,,,10.8,,10.7,,,,,3.45,3450000,87.2,87200,48.5,48500,31.8,5.37,5370000,99.6,99600,57.4,57400,39.4,,,,,,,,,,,,,56.6,0.795,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X9.5X19LLBB,2L102X89X9.5X19LLBB,27,3460,102,,,,,,,,88.9,,,,,,,9.53,,,,,,,30.5,,,10.8,,10.7,,,,,3.45,3450000,87.2,87200,48.5,48500,31.8,6.37,6370000,116,116000,64.7,64700,42.9,,,,,,,,,,,,,59.2,0.813,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X7.9LLBB,2L102X89X7.9LLBB,22.8,2900,102,,,,,,,,88.9,,,,,,,7.94,,,,,,,29.7,,,10.2,,12.8,,,,,2.94,2940000,73.4,73400,41,41000,31.8,3.67,3670000,68,68000,41.3,41300,35.6,,,,,,,,,,,,,54.4,0.775,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X7.9X9LLBB,2L102X89X7.9X9LLBB,22.8,2900,102,,,,,,,,88.9,,,,,,,7.94,,,,,,,29.7,,,10.2,,12.8,,,,,2.94,2940000,73.4,73400,41,41000,31.8,4.37,4370000,81.9,81900,46.7,46700,38.9,,,,,,,,,,,,,56.6,0.792,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X7.9X19LLBB,2L102X89X7.9X19LLBB,22.8,2900,102,,,,,,,,88.9,,,,,,,7.94,,,,,,,29.7,,,10.2,,12.8,,,,,2.94,2940000,73.4,73400,41,41000,31.8,5.29,5290000,95.7,95700,53.7,53700,42.7,,,,,,,,,,,,,59.2,0.81,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X6.4LLBB,2L102X89X6.4LLBB,18.4,2350,102,,,,,,,,88.9,,,,,,,6.35,,,,,,,29,,,9.14,,16,,,,,2.41,2410000,59.3,59300,33.1,33100,32,2.93,2930000,53.6,53600,32.9,32900,35.3,,,,,,,,,,,,,54.4,0.773,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X6.4X9LLBB,2L102X89X6.4X9LLBB,18.4,2350,102,,,,,,,,88.9,,,,,,,6.35,,,,,,,29,,,9.14,,16,,,,,2.41,2410000,59.3,59300,33.1,33100,32,3.5,3500000,64.7,64700,37.4,37400,38.6,,,,,,,,,,,,,56.4,0.79,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X89X6.4X19LLBB,2L102X89X6.4X19LLBB,18.4,2350,102,,,,,,,,88.9,,,,,,,6.35,,,,,,,29,,,9.14,,16,,,,,2.41,2410000,59.3,59300,33.1,33100,32,4.16,4160000,75.9,75900,42.3,42300,42.2,,,,,,,,,,,,,58.9,0.807,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X15.9LLBB,2L102X76X15.9LLBB,40.4,5150,102,,,,,,,,76.2,,,,,,,15.9,,,,,,,34.8,,,20.5,,6.4,,,,,4.99,4990000,134,134000,74.7,74700,31.2,4.87,4870000,113,113000,63.9,63900,30.7,,,,,,,,,,,,,51.3,0.728,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X15.9X9LLBB,2L102X76X15.9X9LLBB,40.4,5150,102,,,,,,,,76.2,,,,,,,15.9,,,,,,,34.8,,,20.5,,6.4,,,,,4.99,4990000,134,134000,74.7,74700,31.2,6.04,6040000,138,138000,74.6,74600,34.3,,,,,,,,,,,,,53.6,0.75,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X15.9X19LLBB,2L102X76X15.9X19LLBB,40.4,5150,102,,,,,,,,76.2,,,,,,,15.9,,,,,,,34.8,,,20.5,,6.4,,,,,4.99,4990000,134,134000,74.7,74700,31.2,7.49,7490000,162,162000,87.3,87300,38.1,,,,,,,,,,,,,56.1,0.773,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X12.7LLBB,2L102X76X12.7LLBB,33,4190,102,,,,,,,,76.2,,,,,,,12.7,,,,,,,33.5,,,19.1,,8,,,,,4.16,4160000,110,110000,61.3,61300,31.5,3.83,3830000,87.5,87500,50.3,50300,30.2,,,,,,,,,,,,,51.3,0.721,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X12.7X9LLBB,2L102X76X12.7X9LLBB,33,4190,102,,,,,,,,76.2,,,,,,,12.7,,,,,,,33.5,,,19.1,,8,,,,,4.16,4160000,110,110000,61.3,61300,31.5,4.7,4700000,107,107000,58.2,58200,33.5,,,,,,,,,,,,,53.6,0.743,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X12.7X19LLBB,2L102X76X12.7X19LLBB,33,4190,102,,,,,,,,76.2,,,,,,,12.7,,,,,,,33.5,,,19.1,,8,,,,,4.16,4160000,110,110000,61.3,61300,31.5,5.83,5830000,127,127000,68,68000,37.3,,,,,,,,,,,,,55.9,0.765,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X9.5LLBB,2L102X76X9.5LLBB,25.2,3210,102,,,,,,,,76.2,,,,,,,9.53,,,,,,,32.3,,,17.3,,10.7,,,,,3.28,3280000,85.2,85200,47.2,47200,32,2.84,2840000,63.3,63300,37.2,37200,29.7,,,,,,,,,,,,,51.6,0.715,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X9.5X9LLBB,2L102X76X9.5X9LLBB,25.2,3210,102,,,,,,,,76.2,,,,,,,9.53,,,,,,,32.3,,,17.3,,10.7,,,,,3.28,3280000,85.2,85200,47.2,47200,32,3.5,3500000,78.5,78500,43.3,43300,33,,,,,,,,,,,,,53.6,0.736,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X9.5X19LLBB,2L102X76X9.5X19LLBB,25.2,3210,102,,,,,,,,76.2,,,,,,,9.53,,,,,,,32.3,,,17.3,,10.7,,,,,3.28,3280000,85.2,85200,47.2,47200,32,4.29,4290000,93.9,93900,50,50000,36.6,,,,,,,,,,,,,55.9,0.757,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X7.9LLBB,2L102X76X7.9LLBB,21.4,2700,102,,,,,,,,76.2,,,,,,,7.94,,,,,,,31.8,,,16.7,,12.8,,,,,2.8,2800000,71.8,71800,40,40000,32.3,2.34,2340000,51.5,51500,30.6,30600,29.5,,,,,,,,,,,,,51.6,0.712,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X7.9X9LLBB,2L102X76X7.9X9LLBB,21.4,2700,102,,,,,,,,76.2,,,,,,,7.94,,,,,,,31.8,,,16.7,,12.8,,,,,2.8,2800000,71.8,71800,40,40000,32.3,2.9,2900000,64.2,64200,35.7,35700,32.8,,,,,,,,,,,,,53.6,0.733,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X7.9X19LLBB,2L102X76X7.9X19LLBB,21.4,2700,102,,,,,,,,76.2,,,,,,,7.94,,,,,,,31.8,,,16.7,,12.8,,,,,2.8,2800000,71.8,71800,40,40000,32.3,3.56,3560000,77,77000,41.5,41500,36.3,,,,,,,,,,,,,55.9,0.754,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X6.4LLBB,2L102X76X6.4LLBB,17.2,2180,102,,,,,,,,76.2,,,,,,,6.35,,,,,,,31,,,15.7,,16,,,,,2.29,2290000,58,58000,32.4,32400,32.3,1.86,1860000,40.1,40100,24.4,24400,29.2,,,,,,,,,,,,,51.6,0.71,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X6.4X9LLBB,2L102X76X6.4X9LLBB,17.2,2180,102,,,,,,,,76.2,,,,,,,6.35,,,,,,,31,,,15.7,,16,,,,,2.29,2290000,58,58000,32.4,32400,32.3,2.27,2270000,50.5,50500,28,28000,32.3,,,,,,,,,,,,,53.6,0.73,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L102X76X6.4X19LLBB,2L102X76X6.4X19LLBB,17.2,2180,102,,,,,,,,76.2,,,,,,,6.35,,,,,,,31,,,15.7,,16,,,,,2.29,2290000,58,58000,32.4,32400,32.3,2.8,2800000,61,61000,32.6,32600,35.8,,,,,,,,,,,,,55.9,0.751,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X12.7LLBB,2L89X76X12.7LLBB,30.2,3900,88.9,,,,,,,,76.2,,,,,,,12.7,,,,,,,28.4,,,12.2,,7,,,,,2.87,2870000,85.5,85500,47.5,47500,27.2,3.8,3800000,86,86000,50,50000,31.2,,,,,,,,,,,,,47,0.78,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X12.7X9LLBB,2L89X76X12.7X9LLBB,30.2,3900,88.9,,,,,,,,76.2,,,,,,,12.7,,,,,,,28.4,,,12.2,,7,,,,,2.87,2870000,85.5,85500,47.5,47500,27.2,4.7,4700000,105,105000,58.2,58200,34.8,,,,,,,,,,,,,49.3,0.801,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X12.7X19LLBB,2L89X76X12.7X19LLBB,30.2,3900,88.9,,,,,,,,76.2,,,,,,,12.7,,,,,,,28.4,,,12.2,,7,,,,,2.87,2870000,85.5,85500,47.5,47500,27.2,5.83,5830000,123,123000,68,68000,38.6,,,,,,,,,,,,,52.1,0.822,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X11.1LLBB,2L89X76X11.1LLBB,27,3450,88.9,,,,,,,,76.2,,,,,,,11.1,,,,,,,27.7,,,11.4,,7.99,,,,,2.58,2580000,76,76000,42.3,42300,27.4,3.31,3310000,74.1,74100,43.4,43400,31,,,,,,,,,,,,,47,0.776,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X11.1X9LLBB,2L89X76X11.1X9LLBB,27,3450,88.9,,,,,,,,76.2,,,,,,,11.1,,,,,,,27.7,,,11.4,,7.99,,,,,2.58,2580000,76,76000,42.3,42300,27.4,4.11,4110000,90.5,90500,50.8,50800,34.5,,,,,,,,,,,,,49.3,0.797,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X11.1X19LLBB,2L89X76X11.1X19LLBB,27,3450,88.9,,,,,,,,76.2,,,,,,,11.1,,,,,,,27.7,,,11.4,,7.99,,,,,2.58,2580000,76,76000,42.3,42300,27.4,5.08,5080000,107,107000,59.2,59200,38.4,,,,,,,,,,,,,52.1,0.818,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X9.5LLBB,2L89X76X9.5LLBB,23.4,2990,88.9,,,,,,,,76.2,,,,,,,9.53,,,,,,,27.2,,,10.3,,9.33,,,,,2.27,2270000,66.5,66500,36.7,36700,27.7,2.83,2830000,62.6,62600,37,37000,30.7,,,,,,,,,,,,,47,0.773,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X9.5X9LLBB,2L89X76X9.5X9LLBB,23.4,2990,88.9,,,,,,,,76.2,,,,,,,9.53,,,,,,,27.2,,,10.3,,9.33,,,,,2.27,2270000,66.5,66500,36.7,36700,27.7,3.52,3520000,76.9,76900,43.4,43400,34.3,,,,,,,,,,,,,49.3,0.794,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X9.5X19LLBB,2L89X76X9.5X19LLBB,23.4,2990,88.9,,,,,,,,76.2,,,,,,,9.53,,,,,,,27.2,,,10.3,,9.33,,,,,2.27,2270000,66.5,66500,36.7,36700,27.7,4.29,4290000,91.1,91100,50,50000,37.8,,,,,,,,,,,,,52.1,0.814,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X7.9LLBB,2L89X76X7.9LLBB,19.6,2520,88.9,,,,,,,,76.2,,,,,,,7.94,,,,,,,26.7,,,9.65,,11.2,,,,,1.94,1940000,56.4,56400,31.1,31100,27.7,2.34,2340000,51,51000,30.6,30600,30.5,,,,,,,,,,,,,47,0.77,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X7.9X9LLBB,2L89X76X7.9X9LLBB,19.6,2520,88.9,,,,,,,,76.2,,,,,,,7.94,,,,,,,26.7,,,9.65,,11.2,,,,,1.94,1940000,56.4,56400,31.1,31100,27.7,2.87,2870000,62.9,62900,35.4,35400,33.8,,,,,,,,,,,,,49.3,0.79,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X7.9X19LLBB,2L89X76X7.9X19LLBB,19.6,2520,88.9,,,,,,,,76.2,,,,,,,7.94,,,,,,,26.7,,,9.65,,11.2,,,,,1.94,1940000,56.4,56400,31.1,31100,27.7,3.55,3550000,74.9,74900,41.5,41500,37.6,,,,,,,,,,,,,51.8,0.811,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X6.4LLBB,2L89X76X6.4LLBB,16,2040,88.9,,,,,,,,76.2,,,,,,,6.35,,,,,,,25.9,,,8.64,,14,,,,,1.6,1600000,45.6,45600,25.4,25400,27.9,1.86,1860000,40,40000,24.4,24400,30.2,,,,,,,,,,,,,47,0.767,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X6.4X9LLBB,2L89X76X6.4X9LLBB,16,2040,88.9,,,,,,,,76.2,,,,,,,6.35,,,,,,,25.9,,,8.64,,14,,,,,1.6,1600000,45.6,45600,25.4,25400,27.9,2.29,2290000,49.8,49800,28.3,28300,33.5,,,,,,,,,,,,,49.3,0.787,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X76X6.4X19LLBB,2L89X76X6.4X19LLBB,16,2040,88.9,,,,,,,,76.2,,,,,,,6.35,,,,,,,25.9,,,8.64,,14,,,,,1.6,1600000,45.6,45600,25.4,25400,27.9,2.81,2810000,59.5,59500,32.8,32800,37.1,,,,,,,,,,,,,51.8,0.807,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X12.7LLBB,2L89X64X12.7LLBB,27.8,3570,88.9,,,,,,,,63.5,,,,,,,12.7,,,,,,,30.5,,,18.5,,7,,,,,2.7,2700000,82.6,82600,46.2,46200,27.4,2.27,2270000,63.6,63600,35.7,35700,25.2,,,,,,,,,,,,,44.5,0.706,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X12.7X9LLBB,2L89X64X12.7X9LLBB,27.8,3570,88.9,,,,,,,,63.5,,,,,,,12.7,,,,,,,30.5,,,18.5,,7,,,,,2.7,2700000,82.6,82600,46.2,46200,27.4,2.94,2940000,80.6,80600,43.1,43100,28.7,,,,,,,,,,,,,46.5,0.732,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X12.7X19LLBB,2L89X64X12.7X19LLBB,27.8,3570,88.9,,,,,,,,63.5,,,,,,,12.7,,,,,,,30.5,,,18.5,,7,,,,,2.7,2700000,82.6,82600,46.2,46200,27.4,3.78,3780000,97.7,97700,51.8,51800,32.5,,,,,,,,,,,,,49,0.759,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X9.5LLBB,2L89X64X9.5LLBB,21.4,2740,88.9,,,,,,,,63.5,,,,,,,9.53,,,,,,,29.2,,,17.1,,9.33,,,,,2.13,2130000,64.2,64200,35.7,35700,27.9,1.66,1660000,45.6,45600,26.2,26200,24.6,,,,,,,,,,,,,44.5,0.698,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X9.5X9LLBB,2L89X64X9.5X9LLBB,21.4,2740,88.9,,,,,,,,63.5,,,,,,,9.53,,,,,,,29.2,,,17.1,,9.33,,,,,2.13,2130000,64.2,64200,35.7,35700,27.9,2.17,2170000,58.5,58500,31.8,31800,28.2,,,,,,,,,,,,,46.5,0.724,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X9.5X19LLBB,2L89X64X9.5X19LLBB,21.4,2740,88.9,,,,,,,,63.5,,,,,,,9.53,,,,,,,29.2,,,17.1,,9.33,,,,,2.13,2130000,64.2,64200,35.7,35700,27.9,2.76,2760000,71.6,71600,37.9,37900,31.8,,,,,,,,,,,,,49,0.75,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X7.9LLBB,2L89X64X7.9LLBB,18,2310,88.9,,,,,,,,63.5,,,,,,,7.94,,,,,,,28.7,,,16.2,,11.2,,,,,1.83,1830000,54.7,54700,30.3,30300,28.2,1.37,1370000,37,37000,21.6,21600,24.4,,,,,,,,,,,,,44.7,0.695,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X7.9X9LLBB,2L89X64X7.9X9LLBB,18,2310,88.9,,,,,,,,63.5,,,,,,,7.94,,,,,,,28.7,,,16.2,,11.2,,,,,1.83,1830000,54.7,54700,30.3,30300,28.2,1.77,1770000,48,48000,25.9,25900,27.7,,,,,,,,,,,,,46.5,0.72,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X7.9X19LLBB,2L89X64X7.9X19LLBB,18,2310,88.9,,,,,,,,63.5,,,,,,,7.94,,,,,,,28.7,,,16.2,,11.2,,,,,1.83,1830000,54.7,54700,30.3,30300,28.2,2.29,2290000,59.2,59200,31.3,31300,31.5,,,,,,,,,,,,,48.8,0.746,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X6.4LLBB,2L89X64X6.4LLBB,14.6,1870,88.9,,,,,,,,63.5,,,,,,,6.35,,,,,,,27.9,,,15.2,,14,,,,,1.51,1510000,44.6,44600,24.7,24700,28.4,1.09,1090000,28.8,28800,17.2,17200,24.1,,,,,,,,,,,,,44.7,0.693,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X6.4X9LLBB,2L89X64X6.4X9LLBB,14.6,1870,88.9,,,,,,,,63.5,,,,,,,6.35,,,,,,,27.9,,,15.2,,14,,,,,1.51,1510000,44.6,44600,24.7,24700,28.4,1.41,1410000,37.7,37700,20.6,20600,27.4,,,,,,,,,,,,,46.5,0.717,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L89X64X6.4X19LLBB,2L89X64X6.4X19LLBB,14.6,1870,88.9,,,,,,,,63.5,,,,,,,6.35,,,,,,,27.9,,,15.2,,14,,,,,1.51,1510000,44.6,44600,24.7,24700,28.4,1.8,1800000,46.7,46700,24.6,24600,31,,,,,,,,,,,,,48.8,0.742,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X12.7LLBB,2L76X64X12.7LLBB,25.2,3230,76.2,,,,,,,,63.5,,,,,,,12.7,,,,,,,25.3,,,12.7,,6,,,,,1.72,1720000,61,61000,33.8,33800,23.1,2.25,2250000,61.1,61100,35.4,35400,26.4,,,,,,,,,,,,,39.9,0.774,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X12.7X9LLBB,2L76X64X12.7X9LLBB,25.2,3230,76.2,,,,,,,,63.5,,,,,,,12.7,,,,,,,25.3,,,12.7,,6,,,,,1.72,1720000,61,61000,33.8,33800,23.1,2.9,2900000,76.5,76500,42.4,42400,30,,,,,,,,,,,,,42.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X12.7X19LLBB,2L76X64X12.7X19LLBB,25.2,3230,76.2,,,,,,,,63.5,,,,,,,12.7,,,,,,,25.3,,,12.7,,6,,,,,1.72,1720000,61,61000,33.8,33800,23.1,3.68,3680000,91.8,91800,50.3,50300,33.8,,,,,,,,,,,,,45.2,0.824,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X11.1LLBB,2L76X64X11.1LLBB,22.6,2860,76.2,,,,,,,,63.5,,,,,,,11.1,,,,,,,24.7,,,11.8,,6.85,,,,,1.56,1560000,54.4,54400,30.2,30200,23.3,1.92,1920000,52.6,52600,30.3,30300,25.9,,,,,,,,,,,,,39.9,0.769,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X11.1X9LLBB,2L76X64X11.1X9LLBB,22.6,2860,76.2,,,,,,,,63.5,,,,,,,11.1,,,,,,,24.7,,,11.8,,6.85,,,,,1.56,1560000,54.4,54400,30.2,30200,23.3,2.48,2480000,66.4,66400,36.4,36400,29.5,,,,,,,,,,,,,42.2,0.795,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X11.1X19LLBB,2L76X64X11.1X19LLBB,22.6,2860,76.2,,,,,,,,63.5,,,,,,,11.1,,,,,,,24.7,,,11.8,,6.85,,,,,1.56,1560000,54.4,54400,30.2,30200,23.3,3.22,3220000,80,80000,44.1,44100,33.5,,,,,,,,,,,,,45,0.819,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X9.5LLBB,2L76X64X9.5LLBB,19.6,2490,76.2,,,,,,,,63.5,,,,,,,9.53,,,,,,,24.1,,,10.8,,8,,,,,1.37,1370000,47.5,47500,26.4,26400,23.5,1.64,1640000,44.4,44400,25.9,25900,25.7,,,,,,,,,,,,,39.9,0.764,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X9.5X9LLBB,2L76X64X9.5X9LLBB,19.6,2490,76.2,,,,,,,,63.5,,,,,,,9.53,,,,,,,24.1,,,10.8,,8,,,,,1.37,1370000,47.5,47500,26.4,26400,23.5,2.12,2120000,56.2,56200,31.1,31100,29.2,,,,,,,,,,,,,42.2,0.79,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X9.5X19LLBB,2L76X64X9.5X19LLBB,19.6,2490,76.2,,,,,,,,63.5,,,,,,,9.53,,,,,,,24.1,,,10.8,,8,,,,,1.37,1370000,47.5,47500,26.4,26400,23.5,2.71,2710000,68,68000,37.2,37200,33,,,,,,,,,,,,,45,0.815,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X7.9LLBB,2L76X64X7.9LLBB,16.6,2100,76.2,,,,,,,,63.5,,,,,,,7.94,,,,,,,23.5,,,9.96,,9.58,,,,,1.17,1170000,40.3,40300,22.3,22300,23.7,1.36,1360000,36.2,36200,21.3,21300,25.4,,,,,,,,,,,,,39.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X7.9X9LLBB,2L76X64X7.9X9LLBB,16.6,2100,76.2,,,,,,,,63.5,,,,,,,7.94,,,,,,,23.5,,,9.96,,9.58,,,,,1.17,1170000,40.3,40300,22.3,22300,23.7,1.76,1760000,46.2,46200,25.9,25900,29,,,,,,,,,,,,,42.2,0.785,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X7.9X19LLBB,2L76X64X7.9X19LLBB,16.6,2100,76.2,,,,,,,,63.5,,,,,,,7.94,,,,,,,23.5,,,9.96,,9.58,,,,,1.17,1170000,40.3,40300,22.3,22300,23.7,2.26,2260000,56.2,56200,31,31000,32.8,,,,,,,,,,,,,44.7,0.81,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X6.4LLBB,2L76X64X6.4LLBB,13.4,1700,76.2,,,,,,,,63.5,,,,,,,6.35,,,,,,,22.9,,,9.14,,12,,,,,0.966,966000,32.8,32800,18.2,18200,23.9,1.08,1080000,28.2,28200,17,17000,25.2,,,,,,,,,,,,,39.9,0.756,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X6.4X9LLBB,2L76X64X6.4X9LLBB,13.4,1700,76.2,,,,,,,,63.5,,,,,,,6.35,,,,,,,22.9,,,9.14,,12,,,,,0.966,966000,32.8,32800,18.2,18200,23.9,1.38,1380000,36.4,36400,20.2,20200,28.4,,,,,,,,,,,,,42.2,0.781,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X6.4X19LLBB,2L76X64X6.4X19LLBB,13.4,1700,76.2,,,,,,,,63.5,,,,,,,6.35,,,,,,,22.9,,,9.14,,12,,,,,0.966,966000,32.8,32800,18.2,18200,23.9,1.77,1770000,44.4,44400,24.3,24300,32.3,,,,,,,,,,,,,44.7,0.806,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X4.8LLBB,2L76X64X4.8LLBB,10.2,1290,76.2,,,,,,,,63.5,,,,,,,4.76,,,,,,,22.2,,,8.46,,16,,,,,0.749,749000,24.9,24900,13.9,13900,24.1,0.799,799000,20.5,20500,12.6,12600,24.9,,,,,,,,,,,,,39.9,0.753,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X4.8X9LLBB,2L76X64X4.8X9LLBB,10.2,1290,76.2,,,,,,,,63.5,,,,,,,4.76,,,,,,,22.2,,,8.46,,16,,,,,0.749,749000,24.9,24900,13.9,13900,24.1,1.02,1020000,26.7,26700,15,15000,28.2,,,,,,,,,,,,,41.9,0.778,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X64X4.8X19LLBB,2L76X64X4.8X19LLBB,10.2,1290,76.2,,,,,,,,63.5,,,,,,,4.76,,,,,,,22.2,,,8.46,,16,,,,,0.749,749000,24.9,24900,13.9,13900,24.1,1.3,1300000,32.8,32800,17.9,17900,31.8,,,,,,,,,,,,,44.5,0.802,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X12.7LLBB,2L76X51X12.7LLBB,22.8,2920,76.2,,,,,,,,50.8,,,,,,,12.7,,,,,,,27.4,,,18.8,,6,,,,,1.6,1600000,58.3,58300,32.8,32800,23.4,1.19,1190000,42.9,42900,23.4,23400,20.2,,,,,,,,,,,,,37.3,0.684,,,,,,,,,,,,,,,,,,,,,,,,
2L,2L76X51X12.7X9LLBB,2L76X51X12.7X9LLBB,22.8,2920,76.2,,,,,,,,50.8,,,,,,,12.7,,,,,,,27.4,,,18.8,,6,,,,,1.6,1600000,58.3,58300,32.8,32800,23.4,1.66,1660000,56.9,56900,29.8,29800,23.9,,,,,,,,,,,,,39.4,0.717,,,,,,,,,,,,,,,,,,,,,,,,
