type,EDI_Std_Nomenclature,d,bf,tw,tf,ho,r1,r2,dclear,k,k1,A,Ix,Iy,Ip,rx,ry,rp,Sx,Sy,Avx,Avy,J,Cw,Sw1,Zx,Zy,ZJ,Zxweb,Zyflange,W,Am
W,W360x91,353,254,9.5,16.4,320.2,21.6,8.2,277,38,25,11500,267000000,44800000,311800000,152,62.3,164.3,1510000,353000,7198,2955,914000,1.27E+12,2.23E+07,1.68E+06,5.38E+05,8.90E+07,2.44E+05,5.29E+05,90.3,1.7
W,W360x79,354,205,9.4,16.8,320.4,22.2,8.4,276,39,25,10100,226000000,24200000,250200000,150,48.9,157.8,1280000,236000,6034,2927,811000,6.87E+11,1.49E+07,1.43E+06,3.62E+05,5.95E+07,2.41E+05,3.53E+05,79.3,1.51
W,W360x72,350,204,8.6,15.1,319.8,21.9,7.5,276,37,25,9100,201000000,21400000,222400000,149,48.5,156.7,1150000,210000,5356,2655,601000,6.00E+11,1.32E+07,1.28E+06,3.22E+05,5.26E+07,2.20E+05,3.14E+05,71.4,1.5
W,W360x64,347,203,7.7,13.5,320,21.5,6.8,277,35,24,8130,178000000,18800000,196800000,148,48.1,155.6,1030000,186000,4720,2352,436000,5.24E+11,1.16E+07,1.14E+06,2.84E+05,4.64E+07,1.97E+05,2.78E+05,63.8,1.49
W,W360x57,358,172,7.9,13.1,331.8,17.9,6.5,296,31,21,7230,160000000,11100000,171100000,149,39.3,154.1,896000,129000,3904,2492,333000,3.31E+11,8.35E+06,1.01E+06,1.99E+05,3.34E+07,2.17E+05,1.94E+05,56.8,1.39
W,W360x51,355,171,7.2,11.6,331.8,18.4,5.8,295,30,20,6450,141000000,9680000,150680000,148,38.8,153,796000,113000,3434,2230,237000,2.85E+11,7.28E+06,8.93E+05,1.74E+05,2.91E+07,1.98E+05,1.70E+05,50.6,1.38
W,W360x45,352,171,6.9,9.8,332.4,18.2,4.9,296,28,20,5710,122000000,8180000,130180000,146,37.8,150.8,691000,95700,2885,2119,159000,2.39E+11,6.13E+06,7.78E+05,1.48E+05,2.45E+07,1.91E+05,1.43E+05,44.8,1.37
W,W360x39,353,128,6.5,10.7,331.6,18.3,5.3,295,29,20,4960,102000000,3750000,105750000,143,27.4,145.6,580000,58600,2385,1969,150000,1.10E+11,3.75E+06,6.62E+05,9.16E+04,1.50E+07,1.79E+05,8.77E+04,38.9,1.21
W,W360x33,349,127,5.8,8.5,332,18.5,4.3,295,27,20,4190,82600000,2910000,85510000,141,26.4,143.5,473000,45800,1858,1702,85300,8.43E+10,2.92E+06,5.41E+05,7.18E+04,1.17E+07,1.60E+05,6.86E+04,32.9,1.19
W,W310x500,427,340,45.1,75.1,276.8,21.9,37.5,233,97,43,63700,1690000000,494000000,2184000000,163,88,185.2,7910000,2910000,48462,15781,101000000,1.53E+13,1.91E+08,9.88E+06,4.49E+06,7.64E+08,8.64E+05,4.34E+06,500,2.12
W,W310x454,415,336,41.3,68.7,277.6,22.3,34.4,233,91,41,57800,1480000000,436000000,1916000000,160,86.8,182,7130000,2600000,43389,14073,77200000,1.31E+13,1.68E+08,8.82E+06,4.00E+06,6.71E+08,7.96E+05,3.88E+06,453.7,2.09
W,W310x415,403,334,38.9,62.7,277.6,22.3,31.4,233,85,40,52800,1300000000,391000000,1691000000,157,86,179,6450000,2340000,39062,12865,59500000,1.13E+13,1.49E+08,7.90E+06,3.61E+06,5.95E+08,7.49E+05,3.50E+06,414.5,2.06
W,W310x375,391,330,35.4,57.2,276.6,21.8,28.6,233,79,38,47800,1130000000,344000000,1474000000,154,84.8,175.8,5770000,2080000,34927,11437,44900000,9.57E+12,1.30E+08,7.00E+06,3.21E+06,5.20E+08,6.77E+05,3.11E+06,375.2,2.03
W,W310x342,382,328,32.6,52.6,276.8,21.4,26.3,234,74,37,43700,1010000000,310000000,1320000000,152,84.2,173.8,5260000,1890000,31553,10388,34900000,8.42E+12,1.17E+08,6.33E+06,2.91E+06,4.66E+08,6.24E+05,2.83E+06,343,2.01
W,W310x313,374,325,30,48.3,277.4,21.7,24.1,234,70,35,39900,896000000,277000000,1173000000,150,83.3,171.6,4790000,1700000,28542,9311,27000000,7.35E+12,1.04E+08,5.72E+06,2.62E+06,4.15E+08,5.77E+05,2.55E+06,313.2,1.99
W,W310x283,365,322,26.9,44.1,276.8,21.9,22.1,233,66,34,36000,787000000,246000000,1033000000,148,82.6,169.5,4310000,1530000,25663,8183,20300000,6.33E+12,9.17E+07,5.10E+06,2.34E+06,3.67E+08,5.15E+05,2.29E+06,282.6,1.96
W,W310x253,356,319,24.4,39.6,276.8,21.4,19.8,234,61,33,32300,682000000,215000000,897000000,146,81.6,167.3,3830000,1350000,22721,7264,14800000,5.37E+12,7.97E+07,4.49E+06,2.06E+06,3.19E+08,4.67E+05,2.01E+06,253.6,1.94
W,W310x226,348,317,22.1,35.6,276.8,21.4,17.8,234,57,31,28800,596000000,189000000,785000000,144,81,165.2,3420000,1190000,20028,6466,10800000,4.62E+12,6.98E+07,3.97E+06,1.83E+06,2.79E+08,4.23E+05,1.79E+06,226.1,1.92
W,W310x202,341,315,20.1,31.8,277.4,22.2,15.9,233,54,30,25700,520000000,166000000,686000000,142,80.2,163.1,3050000,1050000,17742,5765,7730000,3.96E+12,6.10E+07,3.51E+06,1.61E+06,2.44E+08,3.87E+05,1.58E+06,201.7,1.9
W,W310x179,333,313,18,28.1,276.8,21.9,14.1,233,50,29,22800,445000000,144000000,589000000,140,79.5,161,2670000,919000,15495,5047,5370000,3.34E+12,5.25E+07,3.05E+06,1.40E+06,2.10E+08,3.45E+05,1.38E+06,179,1.88
W,W310x158,327,310,15.5,25.1,276.8,21.9,12.6,233,47,28,20100,386000000,125000000,511000000,139,78.9,159.8,2360000,805000,13652,4292,3770000,2.84E+12,4.55E+07,2.67E+06,1.22E+06,1.82E+08,2.97E+05,1.21E+06,157.8,1.86
W,W310x143,323,309,14,22.9,277.2,22.1,11.4,233,45,27,18200,348000000,113000000,461000000,138,78.6,158.8,2150000,729000,12382,3852,2860000,2.54E+12,4.10E+07,2.42E+06,1.11E+06,1.64E+08,2.69E+05,1.09E+06,142.9,1.85
W,W310x129,318,308,13.1,20.6,276.8,21.4,10.3,234,42,27,16500,308000000,100000000,408000000,137,78,157.6,1940000,652000,10920,3553,2130000,2.22E+12,3.63E+07,2.16E+06,9.91E+05,1.45E+08,2.51E+05,9.77E+05,129.5,1.84
W,W310x118,314,307,11.9,18.7,276.6,22.3,9.3,232,41,26,15000,275000000,90200000,365200000,136,77.6,156.6,1750000,588000,9914,3169,1600000,1.97E+12,3.25E+07,1.95E+06,8.93E+05,1.30E+08,2.28E+05,8.81E+05,117.7,1.83
W,W310x107,311,306,10.9,17,277,22,8.5,233,39,26,13600,248000000,81200000,329200000,135,77.2,155.5,1590000,531000,8957,2885,1210000,1.76E+12,2.92E+07,1.76E+06,8.06E+05,1.17E+08,2.09E+05,7.96E+05,106.8,1.82
W,W310x97,308,305,9.9,15.4,277.2,21.6,7.7,234,37,25,12300,222000000,72900000,294900000,134,76.9,154.5,1440000,478000,8080,2591,909000,1.56E+12,2.62E+07,1.59E+06,7.25E+05,1.05E+08,1.90E+05,7.16E+05,96.6,1.82
W,W310x86,310,254,9.1,16.3,277.4,21.7,8.2,234,38,25,11000,198000000,44500000,242500000,134,63.6,148.3,1280000,351000,7144,2439,874000,9.61E+11,1.93E+07,1.42E+06,5.33E+05,7.72E+07,1.75E+05,5.26E+05,86.3,1.62
W,W310x79,306,254,8.8,14.6,276.8,21.4,7.3,234,36,24,10100,177000000,39900000,216900000,133,63,147.2,1150000,314000,6392,2340,655000,8.47E+11,1.72E+07,1.28E+06,4.78E+05,6.86E+07,1.69E+05,4.71E+05,79.3,1.61
W,W310x74,310,205,9.4,16.3,277.4,21.7,8.2,234,38,25,9480,164000000,23400000,187400000,132,49.9,141.1,1060000,229000,5808,2531,718000,5.05E+11,1.26E+07,1.18E+06,3.50E+05,5.03E+07,1.81E+05,3.43E+05,74.4,1.42
W,W310x67,306,204,8.5,14.6,276.8,21.4,7.3,234,36,24,8520,144000000,20700000,164700000,131,49.5,140,942000,203000,5177,2238,522000,4.39E+11,1.11E+07,1.05E+06,3.10E+05,4.43E+07,1.63E+05,3.04E+05,66.9,1.41
W,W310x60,303,203,7.5,13.1,276.8,21.9,6.5,233,35,24,7610,128000000,18300000,146300000,130,49.3,139,842000,180000,4602,1953,378000,3.84E+11,9.78E+06,9.33E+05,2.75E+05,3.91E+07,1.44E+05,2.70E+05,59.7,1.4
W,W310x52,317,167,7.6,13.2,290.6,17.8,6.6,255,31,20,6650,118000000,10300000,128300000,133,39.2,138.7,747000,123000,3872,2080,308000,2.37E+11,6.99E+06,8.37E+05,1.89E+05,2.80E+07,1.60E+05,1.84E+05,52.2,1.29
W,W310x45,313,166,6.6,11.2,290.6,17.8,5.6,255,29,19,5670,99200000,8550000,107750000,132,38.8,137.6,634000,103000,3219,1774,191000,1.95E+11,5.82E+06,7.08E+05,1.58E+05,2.33E+07,1.39E+05,1.54E+05,44.5,1.28
W,W310x39,310,165,5.8,9.7,290.6,17.3,4.8,256,27,19,4940,85100000,7270000,92370000,131,38.4,136.5,549000,88100,2757,1538,126000,1.64E+11,4.96E+06,6.10E+05,1.35E+05,1.98E+07,1.22E+05,1.32E+05,38.8,1.27
W,W310x33,313,102,6.6,10.8,291.4,13.2,5.4,265,24,15,4180,65000000,1920000,66920000,125,21.4,126.8,415000,37600,1958,1859,122000,4.38E+10,2.12E+06,4.80E+05,5.96E+04,8.49E+06,1.40E+05,5.62E+04,32.8,1.02
W,W310x28,309,102,6,8.9,291.2,13.1,4.5,265,22,15,3590,54300000,1580000,55880000,123,20.9,124.8,351000,31000,1591,1651,75700,3.56E+10,1.74E+06,4.07E+05,4.92E+04,6.95E+06,1.27E+05,4.63E+04,28.2,1.01
W,W310x24,305,101,5.6,6.7,291.6,13.3,3.4,265,20,15,3040,42700000,1160000,43860000,119,19.5,120.6,280000,22900,1179,1480,42500,2.57E+10,1.27E+06,3.28E+05,3.67E+04,5.10E+06,1.19E+05,3.42E+04,23.9,1
W,W310x21,303,101,5.1,5.7,291.6,13.3,2.9,265,19,15,2680,37000000,983000,37983000,117,19.1,118.5,244000,19500,989,1320,29400,2.17E+10,1.08E+06,2.87E+05,3.12E+04,4.32E+06,1.08E+05,2.91E+04,21,1
W,W250x167,289,265,19.2,31.8,225.4,20.2,15.9,185,52,29,21200,300000000,98800000,398800000,119,68.1,137.1,2080000,746000,15063,4610,6310000,1.63E+12,3.59E+07,2.43E+06,1.14E+06,1.44E+08,2.44E+05,1.12E+06,166.4,1.6
W,W250x149,282,263,17.3,28.4,225.2,20.6,14.2,184,49,28,19000,259000000,86200000,345200000,117,67.4,135,1840000,656000,13247,4053,4510000,1.39E+12,3.11E+07,2.13E+06,1.00E+06,1.25E+08,2.19E+05,9.82E+05,149.1,1.58
W,W250x131,275,261,15.4,25.1,224.8,20.9,12.6,183,46,27,16700,221000000,74500000,295500000,115,66.8,133,1610000,571000,11557,3516,3120000,1.16E+12,2.67E+07,1.85E+06,8.70E+05,1.07E+08,1.95E+05,8.55E+05,131.1,1.56
W,W250x115,269,259,13.5,22.1,224.8,20.9,11.1,183,43,26,14600,189000000,64100000,253100000,114,66.2,131.8,1410000,495000,10033,3024,2130000,9.76E+11,2.29E+07,1.60E+06,7.53E+05,9.15E+07,1.71E+05,7.41E+05,114.6,1.55
W,W250x101,264,257,11.9,19.6,224.8,20.4,9.8,184,40,25,12900,164000000,55500000,219500000,113,65.6,130.7,1240000,432000,8774,2648,1490000,8.29E+11,1.98E+07,1.40E+06,6.56E+05,7.91E+07,1.50E+05,6.47E+05,101.3,1.53
W,W250x89,260,256,10.7,17.3,225.4,20.7,8.7,184,38,24,11400,143000000,48400000,191400000,112,65.1,129.5,1100000,378000,7672,2347,1040000,7.13E+11,1.72E+07,1.23E+06,5.74E+05,6.88E+07,1.36E+05,5.67E+05,89.5,1.52
W,W250x80,256,255,9.4,15.6,224.8,20.4,7.8,184,36,24,10200,126000000,43100000,169100000,111,65,128.6,982000,338000,6861,2035,757000,6.23E+11,1.52E+07,1.09E+06,5.13E+05,6.10E+07,1.19E+05,5.07E+05,80.1,1.51
W,W250x73,253,254,8.6,14.2,224.6,20.8,7.1,183,35,23,9290,113000000,38800000,151800000,110,64.6,127.6,891000,306000,6211,1832,575000,5.53E+11,1.37E+07,9.85E+05,4.63E+05,5.47E+07,1.08E+05,4.58E+05,72.9,1.5
W,W250x67,257,204,8.9,15.7,225.6,20.3,7.8,185,36,23,8580,104000000,22200000,126200000,110,51,121.2,806000,218000,5558,1971,625000,3.24E+11,9.85E+06,9.01E+05,3.32E+05,3.94E+07,1.13E+05,3.27E+05,67.4,1.31
W,W250x58,252,203,8,13.5,225,20.5,6.8,184,34,23,7420,87300000,18800000,106100000,108,50.4,119.2,693000,186000,4722,1711,409000,2.68E+11,8.29E+06,7.70E+05,2.83E+05,3.32E+07,1.01E+05,2.78E+05,58.2,1.3
W,W250x49,247,202,7.4,11,225,21,5.5,183,32,23,6260,70600000,15100000,85700000,106,49.2,116.9,572000,150000,3801,1521,241000,2.11E+11,6.62E+06,6.33E+05,2.28E+05,2.65E+07,9.37E+04,2.24E+05,49.1,1.29
W,W250x45,266,148,7.6,13,240,16,6.5,208,29,18,5700,71100000,7030000,78130000,111,35.1,116.4,534000,95100,3366,1758,261000,1.13E+11,4.50E+06,6.02E+05,1.46E+05,1.80E+07,1.09E+05,1.42E+05,44.7,1.11
W,W250x39,262,147,6.6,11.2,239.6,15.8,5.6,208,27,17,4910,60100000,5940000,66040000,110,34.7,115.3,459000,80800,2867,1497,169000,9.34E+10,3.79E+06,5.13E+05,1.24E+05,1.52E+07,9.47E+04,1.21E+05,38.5,1.1
W,W250x33,258,146,6.1,9.1,239.8,14.9,4.5,210,24,16,4190,48900000,4730000,53630000,108,33.7,113.1,379000,64700,2298,1358,98500,7.32E+10,3.02E+06,4.24E+05,9.95E+04,1.21E+07,8.77E+04,9.70E+04,32.9,1.09
W,W250x28,260,102,6.4,10,240,14,5,212,24,15,3630,40000000,1780000,41780000,105,22.1,107.3,307000,34800,1806,1457,96700,2.77E+10,1.63E+06,3.53E+05,5.47E+04,6.50E+06,9.22E+04,5.20E+04,28.5,0.915
W,W250x25,257,102,6.1,8.4,240.2,13.6,4.2,213,22,15,3220,34200000,1490000,35690000,103,21.5,105.2,266000,29200,1493,1358,65200,2.30E+10,1.36E+06,3.07E+05,4.62E+04,5.43E+06,8.80E+04,4.37E+04,25.3,0.91
W,W250x22,254,102,5.8,6.9,240.2,13.1,3.5,214,20,15,2850,28900000,1230000,30130000,101,20.7,103.1,227000,24000,1227,1272,43400,1.87E+10,1.11E+06,2.63E+05,3.81E+04,4.43E+06,8.37E+04,3.59E+04,22.4,0.904
W,W250x18,251,101,4.8,5.3,240.4,13.7,2.6,213,19,14,2280,22400000,913000,23313000,99.3,20,101.3,179000,18100,914,998,22400,1.38E+10,8.30E+05,2.07E+05,2.86E+04,3.32E+06,6.94E+04,2.70E+04,17.9,0.896
W,W200x100,229,210,14.5,23.7,181.6,16.3,11.8,149,40,22,12700,113000000,36600000,149600000,94.5,53.8,108.7,989000,349000,8840,2754,2090000,3.86E+11,1.34E+07,1.15E+06,5.33E+05,5.36E+07,1.20E+05,5.23E+05,99.7,1.27
W,W200x86,222,209,13,20.6,180.8,16.4,10.3,148,37,22,11000,94700000,31400000,126100000,92.6,53.3,106.8,853000,300000,7608,2405,1390000,3.18E+11,1.13E+07,9.81E+05,4.58E+05,4.53E+07,1.06E+05,4.50E+05,86.3,1.25
W,W200x71,216,206,10.2,17.4,181.2,16.6,8.7,148,34,20,9100,76600000,25400000,102000000,91.7,52.8,105.8,709000,246000,6284,1851,817000,2.50E+11,9.17E+06,8.03E+05,3.75E+05,3.67E+07,8.37E+04,3.69E+05,71.4,1.24
W,W200x59,210,205,9.1,14.2,181.6,16.8,7.1,148,31,20,7550,61100000,20400000,81500000,89.9,52,103.9,582000,199000,5046,1595,463000,1.96E+11,7.30E+06,6.53E+05,3.03E+05,2.92E+07,7.50E+04,2.98E+05,59.3,1.22
W,W200x52,206,204,7.9,12.6,180.8,16.4,6.3,148,29,19,6650,52700000,17800000,70500000,89,51.8,103,512000,175000,4423,1364,323000,1.67E+11,6.34E+06,5.69E+05,2.66E+05,2.54E+07,6.46E+04,2.62E+05,52.2,1.21
W,W200x46,203,203,7.2,11,181,17,5.5,147,28,19,5890,45400000,15300000,60700000,88.1,51.2,101.9,448000,151000,3819,1212,220000,1.41E+11,5.44E+06,4.95E+05,2.29E+05,2.18E+07,5.90E+04,2.27E+05,46.2,1.2
W,W200x42,205,166,7.2,11.8,181.4,14.2,5.9,153,26,17,5320,40900000,9000000,49900000,87.7,41.2,96.9,399000,108000,3398,1281,222000,8.40E+10,3.93E+06,4.45E+05,1.65E+05,1.57E+07,5.92E+04,1.63E+05,41.8,1.06
W,W200x36,201,165,6.2,10.2,180.6,14.8,5.1,151,25,16,4570,34400000,7640000,42040000,86.7,40.9,95.9,342000,92600,2904,1073,145000,6.96E+10,3.31E+06,3.79E+05,1.41E+05,1.32E+07,5.06E+04,1.39E+05,35.9,1.05
W,W200x31,210,134,6.4,10.2,189.6,11.8,5.1,166,22,14,3970,31400000,4100000,35500000,88.6,32,94.2,299000,61100,2387,1189,119000,4.09E+10,2.29E+06,3.35E+05,9.38E+04,9.15E+06,5.75E+04,9.16E+04,31.2,0.943
W,W200x27,207,133,5.8,8.4,190.2,11.6,4.2,167,20,13,3390,25800000,3300000,29100000,87.3,31.2,92.7,249000,49600,1934,1055,71300,3.25E+10,1.84E+06,2.79E+05,7.61E+04,7.38E+06,5.25E+04,7.43E+04,26.6,0.934
W,W200x22,206,102,6.2,8,190,12,4,166,20,13,2860,20000000,1420000,21420000,83.6,22.3,86.5,194000,27800,1424,1118,56600,1.39E+10,1.03E+06,2.22E+05,4.37E+04,4.12E+06,5.60E+04,4.16E+04,22.5,0.808
W,W200x19,203,102,5.8,6.5,190,12.5,3.3,165,19,14,2480,16600000,1150000,17750000,81.7,21.6,84.5,163000,22600,1137,1010,36200,1.11E+10,8.31E+05,1.87E+05,3.56E+04,3.32E+06,5.23E+04,3.38E+04,19.5,0.802
W,W200x15,200,100,4.3,5.2,189.6,12.8,2.6,164,18,13,1910,12700000,869000,13569000,81.8,21.4,84.6,127000,17400,889,712,17600,8.24E+09,6.33E+05,1.45E+05,2.71E+04,2.53E+06,3.86E+04,2.60E+04,15,0.791
W,W150x37,162,154,8.1,11.6,138.8,12.4,5.8,114,24,15,4740,22200000,7070000,29270000,68.5,38.7,78.7,274000,91800,3111,1086,192000,4.00E+10,2.59E+06,3.10E+05,1.40E+05,1.03E+07,3.90E+04,1.38E+05,37.2,0.924
W,W150x30,157,153,6.6,9.3,138.4,12.7,4.7,113,22,14,3790,17100000,5560000,22660000,67.3,38.3,77.4,218000,72600,2460,848,100000,3.03E+10,2.01E+06,2.44E+05,1.11E+05,8.04E+06,3.16E+04,1.09E+05,29.8,0.913
W,W150x22,152,152,5.8,6.6,138.8,12.4,3.3,114,19,14,2860,12000000,3870000,15870000,65.1,36.9,74.8,159000,50900,1719,703,41500,2.04E+10,1.39E+06,1.76E+05,7.75E+04,5.54E+06,2.79E+04,7.62E+04,22.5,0.9
W,W150x24,160,102,6.6,10.3,139.4,11.7,5.2,116,22,14,3060,13400000,1830000,15230000,66.3,24.5,70.7,168000,35800,1862,898,92300,1.02E+10,1.00E+06,1.91E+05,5.52E+04,4.01E+06,3.21E+04,5.36E+04,24,0.715
W,W150x18,153,102,5.8,7.1,138.8,11.9,3.5,115,19,13,2290,9150000,1260000,10410000,63.3,23.5,67.5,120000,24700,1257,735,36900,6.70E+09,6.74E+05,1.36E+05,3.82E+04,2.69E+06,2.79E+04,3.69E+04,18,0.702
W,W150x14,150,100,4.3,5.5,139,11.5,2.8,116,17,12,1730,6850000,918000,7768000,63,23,67.1,91300,18400,943,530,16800,4.79E+09,4.97E+05,1.02E+05,2.83E+04,1.99E+06,2.08E+04,2.75E+04,13.6,0.691
W,W150x13,148,100,4.3,4.9,138.2,12.1,2.5,114,17,12,1630,6130000,818000,6948000,61.7,22.5,65.7,82800,16400,836,512,13600,4.19E+09,4.38E+05,9.30E+04,2.53E+04,1.75E+06,2.05E+04,2.45E+04,12.8,0.687
W,W130x28,131,128,6.9,10.9,109.2,12.1,5.5,85,23,14,3590,10900000,3810000,14710000,55.3,32.7,64.2,167000,59600,2436,735,127000,1.38E+10,1.34E+06,1.90E+05,9.07E+04,5.36E+06,2.06E+04,8.93E+04,28.2,0.76
W,W130x24,127,127,6.1,9.1,108.8,11.9,4.5,85,21,13,3040,8790000,3110000,11900000,54.1,32.2,63,138000,49000,2007,630,76200,1.08E+10,1.08E+06,1.56E+05,7.45E+04,4.33E+06,1.81E+04,7.34E+04,23.9,0.75
W,W100x19,106,103,7.1,8.8,88.4,12.2,4.4,64,21,14,2470,4760000,1610000,6370000,43.9,25.5,50.8,89800,31200,1590,589,62900,3.79E+09,5.67E+05,1.03E+05,4.79E+04,2.27E+06,1.39E+04,4.67E+04,19.4,0.61
