type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,Ht,h,OD,B,b,tnom,tdes,b/tdes,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw
HSS,HSS228.6X127X9.5,HSS228.6X127X9.5,48.4,5790,229,202,,127,100,9.53,8.86,11.3,22.8,,38500000,421000,336000,81.5,15300000,280000,241000,51.6,36200000,4.57E+14
HSS,HSS228.6X127X7.9,HSS228.6X127X7.9,41,4900,229,207,,127,105,7.94,7.39,14.2,27.9,,33200000,361000,290000,82.3,13300000,239000,210000,52.1,31000000,3.9E+14
HSS,HSS228.6X127X6.4,HSS228.6X127X6.4,33.3,3980,229,211,,127,109,6.35,5.92,18.5,35.6,,27500000,297000,241000,83.1,11100000,197000,174000,52.8,25500000,3.18E+14
HSS,HSS228.6X127X4.8,HSS228.6X127X4.8,25.4,3010,229,215,,127,114,4.76,4.42,25.7,48.7,,21300000,226000,187000,84.1,8620000,152000,136000,53.3,19500000,2.43E+14
HSS,HSS228.6X76.2X12.7,HSS228.6X76.2X12.7,52.2,6280,229,193,,76.2,40.6,12.7,11.8,3.45,16.4,,33600000,403000,295000,73.2,5490000,177000,144000,29.7,16600000,3.23E+14
HSS,HSS228.6X76.2X9.5,HSS228.6X76.2X9.5,40.8,4890,229,202,,76.2,49.5,9.53,8.86,5.6,22.8,,27600000,323000,241000,75.2,4660000,144000,122000,30.7,13800000,2.59E+14
HSS,HSS228.6X76.2X7.9,HSS228.6X76.2X7.9,34.7,4150,229,207,,76.2,54.1,7.94,7.39,7.31,27.9,,24000000,277000,210000,76.2,4110000,125000,108000,31.5,12000000,2.23E+14
HSS,HSS228.6X76.2X6.4,HSS228.6X76.2X6.4,28.3,3380,229,211,,76.2,58.4,6.35,5.92,9.88,35.6,,20100000,229000,175000,77.2,3490000,104000,91600,32.3,10100000,1.85E+14
HSS,HSS228.6X76.2X4.8,HSS228.6X76.2X4.8,21.6,2570,229,215,,76.2,63,4.76,4.42,14.2,48.7,,15700000,177000,137000,78,2760000,80600,72400,32.8,7870000,1.42E+14
HSS,HSS203.2X203.2X15.9,HSS203.2X203.2X15.9,88,10600,203,159,,203,159,15.9,14.8,10.8,10.8,,60800000,733000,598000,75.9,60800000,733000,598000,75.9,102000000,1.04E+15
HSS,HSS203.2X203.2X12.7,HSS203.2X203.2X12.7,72.5,8710,203,168,,203,168,12.7,11.8,14.2,14.2,,52000000,615000,511000,77.2,52000000,615000,511000,77.2,84900000,8.59E+14
HSS,HSS203.2X203.2X9.5,HSS203.2X203.2X9.5,56,6710,203,177,,203,177,9.53,8.86,19.9,19.9,,41600000,482000,408000,78.7,41600000,482000,408000,78.7,66600000,6.67E+14
HSS,HSS203.2X203.2X7.9,HSS203.2X203.2X7.9,47.3,5650,203,181,,203,181,7.94,7.39,24.5,24.5,,35600000,411000,351000,79.5,35600000,411000,351000,79.5,56600000,5.65E+14
HSS,HSS203.2X203.2X6.4,HSS203.2X203.2X6.4,38.4,4580,203,185,,203,185,6.35,5.92,31.3,31.3,,29400000,336000,290000,80,29400000,336000,290000,80,46200000,4.6E+14
HSS,HSS203.2X203.2X4.8,HSS203.2X203.2X4.8,29.2,3460,203,190,,203,190,4.76,4.42,43,43,,22600000,257000,223000,80.8,22600000,257000,223000,80.8,35200000,3.49E+14
HSS,HSS203.2X203.2X3.2,HSS203.2X203.2X3.2,19.7,2340,203,194,,203,194,3.18,2.95,66,66,,15600000,175000,153000,81.5,15600000,175000,153000,81.5,23900000,2.36E+14
HSS,HSS203.2X152.4X15.9,HSS203.2X152.4X15.9,75.3,9030,203,159,,152,108,15.9,14.8,7.33,10.8,,47500000,592000,467000,72.4,30100000,483000,395000,57.7,62400000,7.54E+14
HSS,HSS203.2X152.4X12.7,HSS203.2X152.4X12.7,62.4,7480,203,168,,152,117,12.7,11.8,9.9,14.2,,40900000,500000,403000,73.9,26000000,408000,341000,58.9,52900000,6.29E+14
HSS,HSS203.2X152.4X9.5,HSS203.2X152.4X9.5,48.4,5790,203,177,,152,126,9.53,8.86,14.2,19.9,,32900000,395000,324000,75.4,21100000,324000,277000,60.5,41600000,4.92E+14
HSS,HSS203.2X152.4X7.9,HSS203.2X152.4X7.9,41,4900,203,181,,152,130,7.94,7.39,17.6,24.5,,28400000,338000,280000,76.2,18200000,277000,239000,61,35700000,4.18E+14
HSS,HSS203.2X152.4X6.4,HSS203.2X152.4X6.4,33.3,3980,203,185,,152,135,6.35,5.92,22.8,31.3,,23600000,277000,233000,77,15200000,228000,198000,61.7,29300000,3.41E+14
HSS,HSS203.2X152.4X4.8,HSS203.2X152.4X4.8,25.4,3010,203,190,,152,139,4.76,4.42,31.5,43,,18200000,213000,179000,77.7,11700000,175000,154000,62.5,22400000,2.59E+14
HSS,HSS203.2X101.6X15.9,HSS203.2X101.6X15.9,62.6,7550,203,159,,102,57.4,15.9,14.8,3.88,10.8,,34100000,449000,336000,67.1,11100000,272000,218000,38.4,29300000,4.7E+14
HSS,HSS203.2X101.6X12.7,HSS203.2X101.6X12.7,52.2,6280,203,168,,102,66,12.7,11.8,5.6,14.2,,29900000,385000,293000,68.8,9820000,234000,193000,39.6,25400000,4E+14
HSS,HSS203.2X101.6X9.5,HSS203.2X101.6X9.5,40.8,4890,203,177,,102,74.9,9.53,8.86,8.46,19.9,,24400000,308000,241000,70.6,8160000,188000,161000,40.9,20500000,3.16E+14
HSS,HSS203.2X101.6X7.9,HSS203.2X101.6X7.9,34.7,4150,203,181,,102,79.5,7.94,7.39,10.7,24.5,,21200000,264000,210000,71.6,7160000,162000,141000,41.4,17700000,2.7E+14
HSS,HSS203.2X101.6X6.4,HSS203.2X101.6X6.4,28.3,3380,203,185,,102,83.8,6.35,5.92,14.2,31.3,,17700000,218000,174000,72.4,5990000,134000,118000,42.2,14700000,2.23E+14
HSS,HSS203.2X101.6X4.8,HSS203.2X101.6X4.8,21.6,2570,203,190,,102,88.4,4.76,4.42,20,43,,13800000,167000,136000,73.2,4700000,104000,92600,42.9,11300000,1.7E+14
HSS,HSS203.2X101.6X3.2,HSS203.2X101.6X3.2,14.7,1740,203,194,,102,92.7,3.18,2.95,31.5,66,,9530000,115000,93900,74.2,3290000,71400,64700,43.4,7780000,1.16E+14
HSS,HSS203.2X76.2X12.7,HSS203.2X76.2X12.7,47.2,5680,203,168,,76.2,40.6,12.7,11.8,3.45,14.2,,24400000,328000,239000,65.5,4870000,158000,128000,29.2,14300000,2.85E+14
HSS,HSS203.2X76.2X9.5,HSS203.2X76.2X9.5,37,4440,203,177,,76.2,49.5,9.53,8.86,5.6,19.9,,20200000,264000,198000,67.3,4160000,129000,109000,30.5,11900000,2.29E+14
HSS,HSS203.2X76.2X7.9,HSS203.2X76.2X7.9,31.5,3770,203,181,,76.2,54.1,7.94,7.39,7.31,24.5,,17600000,228000,174000,68.3,3670000,112000,96200,31.2,10400000,1.98E+14
HSS,HSS203.2X76.2X6.4,HSS203.2X76.2X6.4,25.7,3080,203,185,,76.2,58.4,6.35,5.92,9.88,31.3,,14800000,188000,146000,69.3,3120000,93400,81800,31.8,8660000,1.64E+14
HSS,HSS203.2X76.2X4.8,HSS203.2X76.2X4.8,19.7,2340,203,190,,76.2,63,4.76,4.42,14.2,43,,11600000,145000,114000,70.4,2470000,72600,64900,32.5,6740000,1.26E+14
HSS,HSS203.2X76.2X3.2,HSS203.2X76.2X3.2,13.4,1590,203,194,,76.2,67.3,3.18,2.95,22.9,66,,8030000,100000,79100,71.1,1750000,50300,45900,33.3,4700000,8.64E+13
HSS,HSS203.2X50.8X12.7,HSS203.2X50.8X12.7,42.3,5080,203,168,,50.8,15.4,12.7,11.8,1.3,14.2,,18900000,270000,185000,61,1740000,89600,68700,18.5,5660000,1.7E+14
HSS,HSS203.2X50.8X9.5,HSS203.2X50.8X9.5,33.2,3990,203,177,,50.8,24.2,9.53,8.86,2.73,19.9,,15900000,220000,157000,63.2,1550000,75500,61100,19.7,5040000,1.42E+14
HSS,HSS203.2X50.8X7.9,HSS203.2X50.8X7.9,28.4,3390,203,181,,50.8,28.7,7.94,7.39,3.87,24.5,,14000000,190000,138000,64.3,1410000,66500,55400,20.4,4540000,1.24E+14
HSS,HSS203.2X50.8X6.4,HSS203.2X50.8X6.4,23.2,2770,203,185,,50.8,33,6.35,5.92,5.58,31.3,,11900000,159000,117000,65.3,1220000,56200,48200,21,3900000,1.04E+14
HSS,HSS203.2X50.8X4.8,HSS203.2X50.8X4.8,17.8,2120,203,190,,50.8,37.6,4.76,4.42,8.49,43,,9320000,123000,91900,66.3,995000,44200,39200,21.7,3110000,8.11E+13
HSS,HSS203.2X50.8X3.2,HSS203.2X50.8X3.2,12.1,1440,203,194,,50.8,41.9,3.18,2.95,14.2,66,,6530000,85000,64400,67.3,716000,31100,28200,22.3,2210000,5.64E+13
HSS,HSS177.8X177.8X15.9,HSS177.8X177.8X15.9,75.3,9030,178,134,,178,134,15.9,14.8,9.05,9.05,,38900000,542000,438000,65.5,38900000,542000,438000,65.5,65800000,7.72E+14
HSS,HSS177.8X177.8X12.7,HSS177.8X177.8X12.7,62.4,7480,178,142,,178,142,12.7,11.8,12.1,12.1,,33500000,457000,377000,66.8,33500000,457000,377000,66.8,55400000,6.44E+14
HSS,HSS177.8X177.8X9.5,HSS177.8X177.8X9.5,48.4,5790,178,151,,178,151,9.53,8.86,17.1,17.1,,27100000,362000,305000,68.3,27100000,362000,305000,68.3,43700000,5.03E+14
HSS,HSS177.8X177.8X7.9,HSS177.8X177.8X7.9,41,4900,178,156,,178,156,7.94,7.39,21.1,21.1,,23400000,310000,262000,69.1,23400000,310000,262000,69.1,37300000,4.28E+14
HSS,HSS177.8X177.8X6.4,HSS177.8X177.8X6.4,33.3,3980,178,160,,178,160,6.35,5.92,27,27,,19400000,254000,218000,69.9,19400000,254000,218000,69.9,30600000,3.49E+14
HSS,HSS177.8X177.8X4.8,HSS177.8X177.8X4.8,25.4,3010,178,165,,178,165,4.76,4.42,37.2,37.2,,15000000,195000,169000,70.4,15000000,195000,169000,70.4,23400000,2.65E+14
HSS,HSS177.8X177.8X3.2,HSS177.8X177.8X3.2,17.2,2040,178,169,,178,169,3.18,2.95,57.3,57.3,,10300000,133000,116000,71.1,10300000,133000,116000,71.1,15900000,1.8E+14
HSS,HSS177.8X127X12.7,HSS177.8X127X12.7,52.2,6280,178,142,,127,91.4,12.7,11.8,7.75,12.1,,25200000,359000,283000,63.5,14800000,283000,233000,48.5,31600000,4.46E+14
HSS,HSS177.8X127X9.5,HSS177.8X127X9.5,40.8,4890,178,151,,127,100,9.53,8.86,11.3,17.1,,20600000,287000,231000,65,12200000,226000,192000,50,25200000,3.51E+14
HSS,HSS177.8X127X7.9,HSS177.8X127X7.9,34.7,4150,178,156,,127,105,7.94,7.39,14.2,21.1,,17900000,246000,202000,65.8,10600000,195000,167000,50.5,21700000,3E+14
HSS,HSS177.8X127X6.4,HSS177.8X127X6.4,28.3,3380,178,160,,127,109,6.35,5.92,18.5,27,,14900000,203000,167000,66.5,8870000,161000,140000,51.3,17900000,2.46E+14
HSS,HSS177.8X127X4.8,HSS177.8X127X4.8,21.6,2570,178,165,,127,114,4.76,4.42,25.7,37.2,,11600000,156000,130000,67.3,6910000,124000,109000,52.1,13700000,1.87E+14
HSS,HSS177.8X127X3.2,HSS177.8X127X3.2,14.7,1740,178,169,,127,118,3.18,2.95,40.1,57.3,,8030000,107000,90500,68.1,4830000,85200,75900,52.6,9370000,1.28E+14
HSS,HSS177.8X101.6X12.7,HSS177.8X101.6X12.7,47.2,5680,178,142,,102,66,12.7,11.8,5.6,12.1,,21100000,308000,238000,61,8620000,206000,170000,38.9,21000000,3.46E+14
HSS,HSS177.8X101.6X9.5,HSS177.8X101.6X9.5,37,4440,178,151,,102,74.9,9.53,8.86,8.46,17.1,,17400000,247000,195000,62.5,7200000,167000,141000,40.1,17100000,2.75E+14
HSS,HSS177.8X101.6X7.9,HSS177.8X101.6X7.9,31.5,3770,178,156,,102,79.5,7.94,7.39,10.7,21.1,,15200000,215000,170000,63.5,6330000,145000,124000,40.9,14700000,2.36E+14
HSS,HSS177.8X101.6X6.4,HSS177.8X101.6X6.4,25.7,3080,178,160,,102,83.8,6.35,5.92,14.2,27,,12700000,177000,143000,64.3,5330000,120000,105000,41.7,12200000,1.93E+14
HSS,HSS177.8X101.6X4.8,HSS177.8X101.6X4.8,19.7,2340,178,165,,102,88.4,4.76,4.42,20,37.2,,9910000,137000,112000,65,4160000,92900,82300,42.2,9450000,1.49E+14
HSS,HSS177.8X101.6X3.2,HSS177.8X101.6X3.2,13.4,1590,178,169,,102,92.7,3.18,2.95,31.5,57.3,,6910000,93900,77500,65.8,2930000,64100,57500,42.9,6490000,1.02E+14
HSS,HSS177.8X76.2X12.7,HSS177.8X76.2X12.7,42.1,5080,178,142,,76.2,40.6,12.7,11.8,3.45,12.1,,16900000,259000,190000,57.7,4250000,139000,111000,29,11900000,2.46E+14
HSS,HSS177.8X76.2X9.5,HSS177.8X76.2X9.5,33.2,3990,178,151,,76.2,49.5,9.53,8.86,5.6,17.1,,14200000,210000,159000,59.7,3630000,114000,95200,30.2,9950000,1.98E+14
HSS,HSS177.8X76.2X7.9,HSS177.8X76.2X7.9,28.4,3390,178,156,,76.2,54.1,7.94,7.39,7.31,21.1,,12400000,182000,140000,60.5,3220000,99100,84600,30.7,8700000,1.72E+14
HSS,HSS177.8X76.2X6.4,HSS177.8X76.2X6.4,23.2,2770,178,160,,76.2,58.4,6.35,5.92,9.88,27,,10500000,151000,118000,61.5,2750000,82900,72100,31.5,7280000,1.42E+14
HSS,HSS177.8X76.2X4.8,HSS177.8X76.2X4.8,17.8,2120,178,165,,76.2,63,4.76,4.42,14.2,37.2,,8240000,117000,92600,62.2,2180000,64600,57400,32,5700000,1.1E+14
HSS,HSS177.8X76.2X3.2,HSS177.8X76.2X3.2,12.1,1440,178,169,,76.2,67.3,3.18,2.95,22.9,57.3,,5740000,80800,64700,63.2,1540000,44700,40600,32.8,3950000,7.54E+13
HSS,HSS177.8X50.8X6.4,HSS177.8X50.8X6.4,20.7,2480,178,160,,50.8,33,6.35,5.92,5.58,27,,8240000,125000,92900,57.7,1070000,49500,42300,20.8,3310000,9.05E+13
HSS,HSS177.8X50.8X4.8,HSS177.8X50.8X4.8,15.9,1890,178,165,,50.8,37.6,4.76,4.42,8.49,37.2,,6530000,97500,73600,58.7,874000,39200,34400,21.5,2640000,7.08E+13
HSS,HSS177.8X50.8X3.2,HSS177.8X50.8X3.2,10.9,1290,178,169,,50.8,41.9,3.18,2.95,14.2,57.3,,4620000,67700,51800,59.7,633000,27500,24900,22.1,1880000,4.92E+13
HSS,HSS152.4X152.4X15.9,HSS152.4X152.4X15.9,62.6,7550,152,108,,152,108,15.9,14.8,7.33,7.33,,23000000,380000,302000,55.1,23000000,380000,302000,55.1,39500000,5.47E+14
HSS,HSS152.4X152.4X12.7,HSS152.4X152.4X12.7,52.2,6280,152,117,,152,117,12.7,11.8,9.9,9.9,,20100000,324000,264000,56.6,20100000,324000,264000,56.6,33800000,4.6E+14
HSS,HSS152.4X152.4X9.5,HSS152.4X152.4X9.5,40.8,4890,152,126,,152,126,9.53,8.86,14.2,14.2,,16400000,259000,216000,57.9,16400000,259000,216000,57.9,26900000,3.62E+14
HSS,HSS152.4X152.4X7.9,HSS152.4X152.4X7.9,34.6,4150,152,130,,152,130,7.94,7.39,17.6,17.6,,14300000,223000,187000,58.7,14300000,223000,187000,58.7,23100000,3.1E+14
HSS,HSS152.4X152.4X6.4,HSS152.4X152.4X6.4,28.3,3380,152,135,,152,135,6.35,5.92,22.8,22.8,,11900000,184000,156000,59.4,11900000,184000,156000,59.4,19000000,2.52E+14
HSS,HSS152.4X152.4X4.8,HSS152.4X152.4X4.8,21.6,2570,152,139,,152,139,4.76,4.42,31.5,31.5,,9280000,141000,122000,60.2,9280000,141000,122000,60.2,14600000,1.93E+14
HSS,HSS152.4X152.4X3.2,HSS152.4X152.4X3.2,14.7,1740,152,144,,152,144,3.18,2.95,48.7,48.7,,6450000,97000,84400,60.7,6450000,97000,84400,60.7,9950000,1.32E+14
HSS,HSS152.4X127X12.7,HSS152.4X127X12.7,47.2,5680,152,117,,127,91.4,12.7,11.8,7.75,9.9,,17100000,282000,225000,54.9,12800000,249000,202000,47.5,24900000,3.77E+14
HSS,HSS152.4X127X9.5,HSS152.4X127X9.5,37,4440,152,126,,127,100,9.53,8.86,11.3,14.2,,14100000,226000,185000,56.4,10600000,200000,167000,48.8,20000000,2.98E+14
HSS,HSS152.4X127X7.9,HSS152.4X127X7.9,31.5,3770,152,130,,127,105,7.94,7.39,14.2,17.6,,12300000,195000,161000,57.2,9280000,172000,146000,49.5,17200000,2.56E+14
HSS,HSS152.4X127X6.4,HSS152.4X127X6.4,25.7,3080,152,135,,127,109,6.35,5.92,18.5,22.8,,10300000,162000,135000,57.9,7780000,143000,122000,50.3,14200000,2.1E+14
HSS,HSS152.4X127X4.8,HSS152.4X127X4.8,19.7,2340,152,139,,127,114,4.76,4.42,25.7,31.5,,8030000,125000,106000,58.7,6080000,110000,95700,51.1,10900000,1.6E+14
HSS,HSS152.4X127X3.2,HSS152.4X127X3.2,13.4,1590,152,144,,127,118,3.18,2.95,40.1,48.7,,5580000,85900,73400,59.4,4250000,75900,66700,51.6,7490000,1.09E+14
HSS,HSS152.4X101.6X12.7,HSS152.4X101.6X12.7,42.1,5080,152,117,,102,66,12.7,11.8,5.6,9.9,,14200000,239000,185000,52.8,7410000,180000,146000,38.1,16800000,2.92E+14
HSS,HSS152.4X101.6X9.5,HSS152.4X101.6X9.5,33.2,3990,152,126,,102,74.9,9.53,8.86,8.46,14.2,,11800000,195000,155000,54.4,6200000,147000,122000,39.4,13700000,2.33E+14
HSS,HSS152.4X101.6X7.9,HSS152.4X101.6X7.9,28.4,3390,152,130,,102,79.5,7.94,7.39,10.7,17.6,,10300000,169000,136000,55.1,5490000,127000,108000,40.1,11800000,2E+14
HSS,HSS152.4X101.6X6.4,HSS152.4X101.6X6.4,23.2,2770,152,135,,102,83.8,6.35,5.92,14.2,22.8,,8700000,140000,114000,55.9,4620000,106000,91100,40.9,9820000,1.66E+14
HSS,HSS152.4X101.6X4.8,HSS152.4X101.6X4.8,17.8,2120,152,139,,102,88.4,4.76,4.42,20,31.5,,6830000,108000,89500,56.6,3650000,81900,71800,41.4,7580000,1.27E+14
HSS,HSS152.4X101.6X3.2,HSS152.4X101.6X3.2,12.1,1440,152,144,,102,92.7,3.18,2.95,31.5,48.7,,4750000,74700,62400,57.4,2560000,56700,50500,42.2,5240000,8.69E+13
HSS,HSS152.4X76.2X12.7,HSS152.4X76.2X12.7,37.1,4480,152,117,,76.2,40.6,12.7,11.8,3.45,9.9,,11200000,198000,147000,50,3620000,119000,94900,28.4,9610000,2.08E+14
HSS,HSS152.4X76.2X9.5,HSS152.4X76.2X9.5,29.4,3540,152,126,,76.2,49.5,9.53,8.86,5.6,14.2,,9450000,162000,124000,51.8,3110000,98800,81800,29.7,8030000,1.69E+14
HSS,HSS152.4X76.2X7.9,HSS152.4X76.2X7.9,25.2,3020,152,130,,76.2,54.1,7.94,7.39,7.31,17.6,,8370000,141000,110000,52.6,2780000,86400,72900,30.2,7030000,1.46E+14
HSS,HSS152.4X76.2X6.4,HSS152.4X76.2X6.4,20.7,2480,152,135,,76.2,58.4,6.35,5.92,9.88,22.8,,7080000,118000,92800,53.3,2370000,72300,62300,31,5910000,1.21E+14
HSS,HSS152.4X76.2X4.8,HSS152.4X76.2X4.8,15.9,1890,152,139,,76.2,63,4.76,4.42,14.2,31.5,,5580000,91600,73300,54.4,1890000,56500,49700,31.8,4620000,9.36E+13
HSS,HSS152.4X76.2X3.2,HSS152.4X76.2X3.2,10.9,1290,152,144,,76.2,67.3,3.18,2.95,22.9,48.7,,3930000,63400,51500,55.1,1340000,39300,35200,32.3,3220000,6.44E+13
HSS,HSS152.4X50.8X9.5,HSS152.4X50.8X9.5,25.6,3080,152,126,,50.8,24.2,9.53,8.86,2.73,14.2,,7120000,130000,93600,48,1150000,56700,45400,19.3,3500000,1.04E+14
HSS,HSS152.4X50.8X7.9,HSS152.4X50.8X7.9,22,2650,152,130,,50.8,28.7,7.94,7.39,3.87,17.6,,6370000,114000,83700,49,1050000,50300,41300,19.9,3160000,9.14E+13
HSS,HSS152.4X50.8X6.4,HSS152.4X50.8X6.4,18.1,2170,152,135,,50.8,33,6.35,5.92,5.58,22.8,,5450000,95700,71600,50,920000,42800,36200,20.6,2730000,7.7E+13
HSS,HSS152.4X50.8X4.8,HSS152.4X50.8X4.8,14,1660,152,139,,50.8,37.6,4.76,4.42,8.49,31.5,,4370000,75100,57200,51.1,749000,33900,29500,21.2,2180000,6.03E+13
HSS,HSS152.4X50.8X3.2,HSS152.4X50.8X3.2,9.59,1140,152,144,,50.8,41.9,3.18,2.95,14.2,48.7,,3090000,52300,40500,52.1,545000,23900,21500,21.9,1550000,4.21E+13
HSS,HSS139.7X139.7X9.5,HSS139.7X139.7X9.5,37,4440,140,113,,140,113,9.53,8.86,12.8,12.8,,12400000,215000,177000,52.8,12400000,215000,177000,52.8,20400000,3.02E+14
HSS,HSS139.7X139.7X7.9,HSS139.7X139.7X7.9,31.5,3770,140,118,,140,118,7.94,7.39,15.9,15.9,,10800000,185000,155000,53.6,10800000,185000,155000,53.6,17600000,2.57E+14
HSS,HSS139.7X139.7X6.4,HSS139.7X139.7X6.4,25.7,3080,140,122,,140,122,6.35,5.92,20.6,20.6,,9030000,153000,129000,54.1,9030000,153000,129000,54.1,14500000,2.11E+14
HSS,HSS139.7X139.7X4.8,HSS139.7X139.7X4.8,19.7,2340,140,126,,140,126,4.76,4.42,28.6,28.6,,7080000,118000,101000,54.9,7080000,118000,101000,54.9,11100000,1.61E+14
HSS,HSS139.7X139.7X3.2,HSS139.7X139.7X3.2,13.4,1590,140,131,,140,131,3.18,2.95,44.4,44.4,,4910000,81100,70500,55.6,4910000,81100,70500,55.6,7620000,1.1E+14
HSS,HSS127X127X12.7,HSS127X127X12.7,42.1,5080,127,91.4,,127,91.4,12.7,11.8,7.75,7.75,,10800000,215000,170000,46.2,10800000,215000,170000,46.2,18600000,3.06E+14
HSS,HSS127X127X9.5,HSS127X127X9.5,33.2,3990,127,100,,127,100,9.53,8.86,11.3,11.3,,9030000,174000,142000,47.5,9030000,174000,142000,47.5,15000000,2.44E+14
HSS,HSS127X127X7.9,HSS127X127X7.9,28.3,3390,127,105,,127,105,7.94,7.39,14.2,14.2,,7910000,150000,125000,48.3,7910000,150000,125000,48.3,13000000,2.1E+14
HSS,HSS127X127X6.4,HSS127X127X6.4,23.2,2770,127,109,,127,109,6.35,5.92,18.5,18.5,,6660000,125000,105000,49,6660000,125000,105000,49,10700000,1.72E+14
HSS,HSS127X127X4.8,HSS127X127X4.8,17.8,2120,127,114,,127,114,4.76,4.42,25.7,25.7,,5240000,96500,82400,49.8,5240000,96500,82400,49.8,8280000,1.32E+14
HSS,HSS127X127X3.2,HSS127X127X3.2,12.1,1440,127,118,,127,118,3.18,2.95,40.1,40.1,,3660000,66700,57700,50.5,3660000,66700,57700,50.5,5700000,9.06E+13
HSS,HSS127X101.6X12.7,HSS127X101.6X12.7,37.1,4480,127,91.4,,102,66,12.7,11.8,5.6,7.75,,8820000,179000,139000,44.5,6200000,153000,122000,37.1,12600000,2.38E+14
HSS,HSS127X101.6X9.5,HSS127X101.6X9.5,29.4,3540,127,100,,102,74.9,9.53,8.86,8.46,11.3,,7450000,147000,117000,46,5240000,126000,103000,38.6,10400000,1.92E+14
HSS,HSS127X101.6X7.9,HSS127X101.6X7.9,25.2,3020,127,105,,102,79.5,7.94,7.39,10.7,14.2,,6580000,128000,104000,46.7,4620000,109000,91300,39.1,9030000,1.66E+14
HSS,HSS127X101.6X6.4,HSS127X101.6X6.4,20.7,2480,127,109,,102,83.8,6.35,5.92,14.2,18.5,,5580000,106000,87700,47.5,3940000,91300,77500,39.9,7490000,1.36E+14
HSS,HSS127X101.6X4.8,HSS127X101.6X4.8,15.9,1890,127,114,,102,88.4,4.76,4.42,20,25.7,,4410000,82800,69200,48.3,3110000,71100,61300,40.6,5830000,1.05E+14
HSS,HSS127X101.6X3.2,HSS127X101.6X3.2,10.9,1290,127,118,,102,92.7,3.18,2.95,31.5,40.1,,3090000,57400,48700,49,2190000,49300,43300,41.1,4020000,7.19E+13
HSS,HSS127X76.2X12.7,HSS127X76.2X12.7,32,3880,127,91.4,,76.2,40.6,12.7,11.8,3.45,7.75,,6830000,145000,108000,41.9,2990000,100000,78300,27.7,7330000,1.69E+14
HSS,HSS127X76.2X9.5,HSS127X76.2X9.5,25.6,3080,127,100,,76.2,49.5,9.53,8.86,5.6,11.3,,5870000,120000,92600,43.7,2600000,83600,68200,29,6200000,1.38E+14
HSS,HSS127X76.2X7.9,HSS127X76.2X7.9,22,2650,127,105,,76.2,54.1,7.94,7.39,7.31,14.2,,5240000,105000,82400,44.5,2330000,73400,61100,29.7,5450000,1.2E+14
HSS,HSS127X76.2X6.4,HSS127X76.2X6.4,18.1,2170,127,109,,76.2,58.4,6.35,5.92,9.88,18.5,,4450000,88200,70300,45.2,2000000,61800,52600,30.2,4580000,1E+14
HSS,HSS127X76.2X4.8,HSS127X76.2X4.8,14,1660,127,114,,76.2,63,4.76,4.42,14.2,25.7,,3550000,69000,55900,46.2,1600000,48500,42100,31,3600000,7.75E+13
HSS,HSS127X76.2X3.2,HSS127X76.2X3.2,9.59,1140,127,118,,76.2,67.3,3.18,2.95,22.9,40.1,,2510000,48000,39500,47,1140000,33900,30000,31.8,2510000,5.34E+13
HSS,HSS127X63.5X6.4,HSS127X63.5X6.4,16.9,2030,127,109,,63.5,45.7,6.35,5.92,7.73,18.5,,3910000,79100,61600,43.9,1300000,48300,41000,25.4,3300000,8.18E+13
HSS,HSS127X63.5X4.8,HSS127X63.5X4.8,13.1,1550,127,114,,63.5,50.3,4.76,4.42,11.4,25.7,,3130000,62100,49300,45,1050000,38200,33300,25.9,2610000,6.37E+13
HSS,HSS127X63.5X3.2,HSS127X63.5X3.2,8.96,1060,127,118,,63.5,54.6,3.18,2.95,18.6,40.1,,2220000,43400,35100,45.7,758000,26900,23900,26.7,1830000,4.42E+13
HSS,HSS127X50.8X9.5,HSS127X50.8X9.5,21.8,2640,127,100,,50.8,24.2,9.53,8.86,2.73,11.3,,4330000,93600,67800,40.4,949000,47200,37400,19,2750000,8.52E+13
HSS,HSS127X50.8X7.9,HSS127X50.8X7.9,18.8,2270,127,105,,50.8,28.7,7.94,7.39,3.87,14.2,,3890000,82800,61300,41.4,874000,42100,34400,19.6,2490000,7.52E+13
HSS,HSS127X50.8X6.4,HSS127X50.8X6.4,15.6,1880,127,109,,50.8,33,6.35,5.92,5.58,18.5,,3360000,70000,52900,42.4,766000,36100,30200,20.2,2150000,6.36E+13
HSS,HSS127X50.8X4.8,HSS127X50.8X4.8,12.1,1450,127,114,,50.8,37.6,4.76,4.42,8.49,25.7,,2710000,55200,42600,43.2,629000,28700,24700,20.9,1730000,5E+13
HSS,HSS127X50.8X3.2,HSS127X50.8X3.2,8.33,994,127,118,,50.8,41.9,3.18,2.95,14.2,40.1,,1940000,38800,30500,44.2,458000,20300,18000,21.5,1230000,3.49E+13
HSS,HSS114.3X114.3X12.7,HSS114.3X114.3X12.7,37.1,4480,114,78.7,,114,78.7,12.7,11.8,6.68,6.68,,7530000,167000,132000,40.9,7530000,167000,132000,40.9,13000000,2.43E+14
